,mix_enthalpy,config_entropy
Ag-Al-Co-Hf,-0.63,0.1386
Ag-Al-Co-Ir,-0.9700000000000001,0.1386
Ag-Al-Co-Mg,-0.10999999999999999,0.1386
Ag-Al-Co-Mn,0.030000000000000027,0.1386
Ag-Al-Co-Mo,0.33,0.1386
Ag-Al-Co-Nb,5.551115123125783e-17,0.1386
Ag-Al-Co-Ni,-0.37000000000000005,0.1386
Ag-Al-Co-Os,-0.6,0.1386
Ag-Al-Co-Pd,-0.75,0.1386
Ag-Al-Co-Pt,-0.92,0.1386
Ag-Al-Co-Re,0.08999999999999998,0.1386
Ag-Al-Co-Rh,-0.8700000000000001,0.1386
Ag-Al-Co-Ta,0.01999999999999999,0.1386
Ag-Al-Co-Ti,-0.61,0.1386
Ag-Al-Co-V,-0.03999999999999991,0.1386
Ag-Al-Co-W,0.6000000000000001,0.1386
Ag-Al-Co-Zn,-0.19,0.1386
Ag-Al-Co-Zr,-0.52,0.1386
Ag-Al-Cr-Cu,0.6099999999999999,0.1386
Ag-Al-Cr-Fe,0.55,0.1386
Ag-Al-Cr-Hf,0.15,0.1386
Ag-Al-Cr-Ir,-0.64,0.1386
Ag-Al-Cr-Mg,0.62,0.1386
Ag-Al-Cr-Mn,0.4,0.1386
Ag-Al-Cr-Mo,0.74,0.1386
Ag-Al-Cr-Nb,0.55,0.1386
Ag-Al-Cr-Ni,0.11999999999999994,0.1386
Ag-Al-Cr-Os,-0.26,0.1386
Ag-Al-Cr-Pd,-0.25,0.1386
Ag-Al-Cr-Pt,-0.5599999999999999,0.1386
Ag-Al-Cr-Re,0.45,0.1386
Ag-Al-Cr-Rh,-0.48000000000000004,0.1386
Ag-Al-Cr-Ta,0.6,0.1386
Ag-Al-Cr-Ti,0.07000000000000005,0.1386
Ag-Al-Cr-V,0.4200000000000001,0.1386
Ag-Al-Cr-W,1.0000000000000002,0.1386
Ag-Al-Cr-Zn,0.42,0.1386
Ag-Al-Cr-Zr,0.25,0.1386
Ag-Al-Cu-Fe,0.23000000000000004,0.1386
Ag-Al-Cu-Hf,-0.49999999999999994,0.1386
Ag-Al-Cu-Ir,-1.0,0.1386
Ag-Al-Cu-Mg,-0.28,0.1386
Ag-Al-Cu-Mn,0.12000000000000005,0.1386
Ag-Al-Cu-Mo,0.47,0.1386
Ag-Al-Cu-Nb,0.14,0.1386
Ag-Al-Cu-Ni,-0.36,0.1386
Ag-Al-Cu-Os,-0.5599999999999999,0.1386
Ag-Al-Cu-Pd,-0.9099999999999999,0.1386
Ag-Al-Cu-Pt,-1.0,0.1386
Ag-Al-Cu-Re,0.21000000000000002,0.1386
Ag-Al-Cu-Rh,-0.9099999999999999,0.1386
Ag-Al-Cu-Ta,0.22000000000000003,0.1386
Ag-Al-Cu-Ti,-0.43,0.1386
Ag-Al-Cu-V,0.19000000000000003,0.1386
Ag-Al-Cu-W,0.8099999999999998,0.1386
Ag-Al-Cu-Zn,-0.26,0.1386
Ag-Al-Cu-Zr,-0.45999999999999996,0.1386
Ag-Al-Fe-Hf,-0.32999999999999996,0.1386
Ag-Al-Fe-Ir,-0.9299999999999999,0.1386
Ag-Al-Fe-Mg,0.10000000000000006,0.1386
Ag-Al-Fe-Mn,0.14000000000000007,0.1386
Ag-Al-Fe-Mo,0.4800000000000001,0.1386
Ag-Al-Fe-Nb,0.1800000000000001,0.1386
Ag-Al-Fe-Ni,-0.26999999999999996,0.1386
Ag-Al-Fe-Os,-0.5499999999999999,0.1386
Ag-Al-Fe-Pd,-0.58,0.1386
Ag-Al-Fe-Pt,-0.78,0.1386
Ag-Al-Fe-Re,0.18000000000000002,0.1386
Ag-Al-Fe-Rh,-0.82,0.1386
Ag-Al-Fe-Ta,0.22000000000000006,0.1386
Ag-Al-Fe-Ti,-0.3999999999999999,0.1386
Ag-Al-Fe-V,0.08000000000000014,0.1386
Ag-Al-Fe-W,0.7600000000000001,0.1386
Ag-Al-Fe-Zn,-0.019999999999999945,0.1386
Ag-Al-Fe-Zr,-0.24999999999999994,0.1386
Ag-Al-Hf-Ir,-2.15,0.1386
Ag-Al-Hf-Mg,-0.5599999999999999,0.1386
Ag-Al-Hf-Mn,-0.37,0.1386
Ag-Al-Hf-Mo,-0.21999999999999997,0.1386
Ag-Al-Hf-Nb,-0.39,0.1386
Ag-Al-Hf-Ni,-1.03,0.1386
Ag-Al-Hf-Os,-1.4100000000000001,0.1386
Ag-Al-Hf-Pd,-1.7799999999999998,0.1386
Ag-Al-Hf-Pt,-2.17,0.1386
Ag-Al-Hf-Re,-0.6099999999999999,0.1386
Ag-Al-Hf-Rh,-2.0,0.1386
Ag-Al-Hf-Ta,-0.27,0.1386
Ag-Al-Hf-Ti,-0.77,0.1386
Ag-Al-Hf-V,-0.21999999999999992,0.1386
Ag-Al-Hf-W,0.12999999999999995,0.1386
Ag-Al-Hf-Zn,-0.6699999999999999,0.1386
Ag-Al-Hf-Zr,-0.8400000000000001,0.1386
Ag-Al-Ir-Mg,-1.39,0.1386
Ag-Al-Ir-Mn,-1.04,0.1386
Ag-Al-Ir-Mo,-0.8999999999999999,0.1386
Ag-Al-Ir-Nb,-1.37,0.1386
Ag-Al-Ir-Ni,-1.3199999999999998,0.1386
Ag-Al-Ir-Os,-1.64,0.1386
Ag-Al-Ir-Pd,-1.65,0.1386
Ag-Al-Ir-Pt,-1.74,0.1386
Ag-Al-Ir-Re,-1.1099999999999999,0.1386
Ag-Al-Ir-Rh,-1.8399999999999999,0.1386
Ag-Al-Ir-Ta,-1.3599999999999999,0.1386
Ag-Al-Ir-Ti,-2.02,0.1386
Ag-Al-Ir-V,-1.2799999999999998,0.1386
Ag-Al-Ir-W,-0.6200000000000001,0.1386
Ag-Al-Ir-Zn,-1.24,0.1386
Ag-Al-Ir-Zr,-2.01,0.1386
Ag-Al-Mg-Mn,0.08000000000000002,0.1386
Ag-Al-Mg-Mo,0.32000000000000006,0.1386
Ag-Al-Mg-Nb,0.07,0.1386
Ag-Al-Mg-Ni,-0.5700000000000001,0.1386
Ag-Al-Mg-Os,-0.7799999999999999,0.1386
Ag-Al-Mg-Pd,-1.51,0.1386
Ag-Al-Mg-Pt,-1.71,0.1386
Ag-Al-Mg-Re,0.02000000000000003,0.1386
Ag-Al-Mg-Rh,-1.39,0.1386
Ag-Al-Mg-Ta,0.22999999999999998,0.1386
Ag-Al-Mg-Ti,-0.43000000000000005,0.1386
Ag-Al-Mg-V,0.23000000000000004,0.1386
Ag-Al-Mg-W,0.71,0.1386
Ag-Al-Mg-Zn,-0.37000000000000005,0.1386
Ag-Al-Mg-Zr,-0.5599999999999999,0.1386
Ag-Al-Mn-Mo,0.36000000000000004,0.1386
Ag-Al-Mn-Nb,0.10000000000000006,0.1386
Ag-Al-Mn-Ni,-0.29000000000000004,0.1386
Ag-Al-Mn-Os,-0.6599999999999999,0.1386
Ag-Al-Mn-Pd,-0.85,0.1386
Ag-Al-Mn-Pt,-1.0699999999999998,0.1386
Ag-Al-Mn-Re,0.0500000000000001,0.1386
Ag-Al-Mn-Rh,-0.9,0.1386
Ag-Al-Mn-Ta,0.13,0.1386
Ag-Al-Mn-Ti,-0.4699999999999999,0.1386
Ag-Al-Mn-V,-0.059999999999999915,0.1386
Ag-Al-Mn-W,0.63,0.1386
Ag-Al-Mn-Zn,-0.05999999999999999,0.1386
Ag-Al-Mn-Zr,-0.27,0.1386
Ag-Al-Mo-Nb,0.23000000000000004,0.1386
Ag-Al-Mo-Ni,-0.01000000000000005,0.1386
Ag-Al-Mo-Os,-0.32999999999999996,0.1386
Ag-Al-Mo-Pd,-0.46,0.1386
Ag-Al-Mo-Pt,-0.78,0.1386
Ag-Al-Mo-Re,0.33999999999999997,0.1386
Ag-Al-Mo-Rh,-0.72,0.1386
Ag-Al-Mo-Ta,0.26,0.1386
Ag-Al-Mo-Ti,-0.21000000000000008,0.1386
Ag-Al-Mo-V,0.27000000000000013,0.1386
Ag-Al-Mo-W,0.7900000000000001,0.1386
Ag-Al-Mo-Zn,0.24999999999999994,0.1386
Ag-Al-Mo-Zr,-0.11000000000000004,0.1386
Ag-Al-Nb-Ni,-0.38,0.1386
Ag-Al-Nb-Os,-0.78,0.1386
Ag-Al-Nb-Pd,-0.95,0.1386
Ag-Al-Nb-Pt,-1.32,0.1386
Ag-Al-Nb-Re,-0.10000000000000003,0.1386
Ag-Al-Nb-Rh,-1.2,0.1386
Ag-Al-Nb-Ta,0.16,0.1386
Ag-Al-Nb-Ti,-0.31,0.1386
Ag-Al-Nb-V,0.2100000000000001,0.1386
Ag-Al-Nb-W,0.52,0.1386
Ag-Al-Nb-Zn,-0.07999999999999999,0.1386
Ag-Al-Nb-Zr,-0.32999999999999996,0.1386
Ag-Al-Ni-Os,-0.98,0.1386
Ag-Al-Ni-Pd,-1.0499999999999998,0.1386
Ag-Al-Ni-Pt,-1.21,0.1386
Ag-Al-Ni-Re,-0.29,0.1386
Ag-Al-Ni-Rh,-1.16,0.1386
Ag-Al-Ni-Ta,-0.33999999999999997,0.1386
Ag-Al-Ni-Ti,-1.0,0.1386
Ag-Al-Ni-V,-0.37,0.1386
Ag-Al-Ni-W,0.28,0.1386
Ag-Al-Ni-Zn,-0.62,0.1386
Ag-Al-Ni-Zr,-0.96,0.1386
Ag-Al-Os-Pd,-1.29,0.1386
Ag-Al-Os-Pt,-1.45,0.1386
Ag-Al-Os-Re,-0.6199999999999999,0.1386
Ag-Al-Os-Rh,-1.3499999999999999,0.1386
Ag-Al-Os-Ta,-0.78,0.1386
Ag-Al-Os-Ti,-1.45,0.1386
Ag-Al-Os-V,-0.8699999999999999,0.1386
Ag-Al-Os-W,-0.050000000000000044,0.1386
Ag-Al-Os-Zn,-0.73,0.1386
Ag-Al-Os-Zr,-1.28,0.1386
Ag-Al-Pd-Pt,-1.64,0.1386
Ag-Al-Pd-Re,-0.6099999999999999,0.1386
Ag-Al-Pd-Rh,-1.5499999999999998,0.1386
Ag-Al-Pd-Ta,-0.9,0.1386
Ag-Al-Pd-Ti,-1.62,0.1386
Ag-Al-Pd-V,-0.8099999999999999,0.1386
Ag-Al-Pd-W,-0.14000000000000007,0.1386
Ag-Al-Pd-Zn,-1.31,0.1386
Ag-Al-Pd-Zr,-1.71,0.1386
Ag-Al-Pt-Re,-0.84,0.1386
Ag-Al-Pt-Rh,-1.71,0.1386
Ag-Al-Pt-Ta,-1.27,0.1386
Ag-Al-Pt-Ti,-2.01,0.1386
Ag-Al-Pt-V,-1.17,0.1386
Ag-Al-Pt-W,-0.45,0.1386
Ag-Al-Pt-Zn,-1.4000000000000001,0.1386
Ag-Al-Pt-Zr,-2.09,0.1386
Ag-Al-Re-Rh,-0.8399999999999999,0.1386
Ag-Al-Re-Ta,-0.08000000000000002,0.1386
Ag-Al-Re-Ti,-0.69,0.1386
Ag-Al-Re-V,-0.16,0.1386
Ag-Al-Re-W,0.61,0.1386
Ag-Al-Re-Zn,0.03000000000000004,0.1386
Ag-Al-Re-Zr,-0.49999999999999994,0.1386
Ag-Al-Rh-Ta,-1.19,0.1386
Ag-Al-Rh-Ti,-1.84,0.1386
Ag-Al-Rh-V,-1.0899999999999999,0.1386
Ag-Al-Rh-W,-0.43000000000000005,0.1386
Ag-Al-Rh-Zn,-1.27,0.1386
Ag-Al-Rh-Zr,-1.8699999999999999,0.1386
Ag-Al-Ta-Ti,-0.20000000000000004,0.1386
Ag-Al-Ta-V,0.26999999999999996,0.1386
Ag-Al-Ta-W,0.56,0.1386
Ag-Al-Ta-Zn,0.05999999999999995,0.1386
Ag-Al-Ta-Zr,-0.21000000000000002,0.1386
Ag-Al-Ti-V,-0.21999999999999995,0.1386
Ag-Al-Ti-W,0.12,0.1386
Ag-Al-Ti-Zn,-0.6,0.1386
Ag-Al-Ti-Zr,-0.72,0.1386
Ag-Al-V-W,0.56,0.1386
Ag-Al-V-Zn,0.020000000000000046,0.1386
Ag-Al-V-Zr,-0.13999999999999993,0.1386
Ag-Al-W-Zn,0.64,0.1386
Ag-Al-W-Zr,0.22999999999999993,0.1386
Ag-Al-Zn-Zr,-0.6799999999999999,0.1386
Ag-Au-Cd-Co,0.48,0.1386
Ag-Au-Cd-Cr,1.25,0.1386
Ag-Au-Cd-Cu,-0.10000000000000003,0.1386
Ag-Au-Cd-Fe,0.5,0.1386
Ag-Au-Cd-Hf,-0.76,0.1386
Ag-Au-Cd-Ir,-0.16000000000000003,0.1386
Ag-Au-Cd-Mg,-1.02,0.1386
Ag-Au-Cd-Mn,0.27,0.1386
Ag-Au-Cd-Mo,0.84,0.1386
Ag-Au-Cd-Nb,0.22999999999999998,0.1386
Ag-Au-Cd-Ni,0.13999999999999996,0.1386
Ag-Au-Cd-Os,0.20999999999999996,0.1386
Ag-Au-Cd-Pd,-0.63,0.1386
Ag-Au-Cd-Pt,-0.41000000000000003,0.1386
Ag-Au-Cd-Re,0.87,0.1386
Ag-Au-Cd-Rh,-0.24000000000000002,0.1386
Ag-Au-Cd-Ta,0.38999999999999996,0.1386
Ag-Au-Cd-Ti,-0.55,0.1386
Ag-Au-Cd-V,0.44999999999999996,0.1386
Ag-Au-Cd-W,1.27,0.1386
Ag-Au-Cd-Zn,-0.52,0.1386
Ag-Au-Cd-Zr,-0.76,0.1386
Ag-Au-Co-Cr,1.49,0.1386
Ag-Au-Co-Cu,0.68,0.1386
Ag-Au-Co-Fe,1.04,0.1386
Ag-Au-Co-Hf,-0.15999999999999998,0.1386
Ag-Au-Co-Ir,0.5,0.1386
Ag-Au-Co-Mg,-0.04999999999999993,0.1386
Ag-Au-Co-Mn,0.81,0.1386
Ag-Au-Co-Mo,1.34,0.1386
Ag-Au-Co-Nb,0.78,0.1386
Ag-Au-Co-Ni,0.7799999999999999,0.1386
Ag-Au-Co-Os,0.6599999999999999,0.1386
Ag-Au-Co-Pd,0.48000000000000004,0.1386
Ag-Au-Co-Pt,0.55,0.1386
Ag-Au-Co-Re,1.25,0.1386
Ag-Au-Co-Rh,0.5900000000000001,0.1386
Ag-Au-Co-Ta,0.78,0.1386
Ag-Au-Co-Ti,-0.03999999999999998,0.1386
Ag-Au-Co-V,0.8,0.1386
Ag-Au-Co-W,1.6100000000000003,0.1386
Ag-Au-Co-Zn,0.14000000000000004,0.1386
Ag-Au-Co-Zr,-0.01999999999999999,0.1386
Ag-Au-Cr-Cu,1.28,0.1386
Ag-Au-Cr-Fe,1.47,0.1386
Ag-Au-Cr-Hf,0.6099999999999999,0.1386
Ag-Au-Cr-Ir,0.8200000000000001,0.1386
Ag-Au-Cr-Mg,0.6699999999999999,0.1386
Ag-Au-Cr-Mn,1.17,0.1386
Ag-Au-Cr-Mo,1.74,0.1386
Ag-Au-Cr-Nb,1.3199999999999998,0.1386
Ag-Au-Cr-Ni,1.26,0.1386
Ag-Au-Cr-Os,0.99,0.1386
Ag-Au-Cr-Pd,0.9699999999999999,0.1386
Ag-Au-Cr-Pt,0.9,0.1386
Ag-Au-Cr-Re,1.5999999999999999,0.1386
Ag-Au-Cr-Rh,0.9700000000000001,0.1386
Ag-Au-Cr-Ta,1.35,0.1386
Ag-Au-Cr-Ti,0.6299999999999999,0.1386
Ag-Au-Cr-V,1.25,0.1386
Ag-Au-Cr-W,2.0,0.1386
Ag-Au-Cr-Zn,0.74,0.1386
Ag-Au-Cr-Zr,0.7399999999999999,0.1386
Ag-Au-Cu-Fe,0.78,0.1386
Ag-Au-Cu-Hf,-0.41,0.1386
Ag-Au-Cu-Ir,0.09,0.1386
Ag-Au-Cu-Mg,-0.6,0.1386
Ag-Au-Cu-Mn,0.52,0.1386
Ag-Au-Cu-Mo,1.1,0.1386
Ag-Au-Cu-Nb,0.54,0.1386
Ag-Au-Cu-Ni,0.41,0.1386
Ag-Au-Cu-Os,0.32,0.1386
Ag-Au-Cu-Pd,-0.060000000000000005,0.1386
Ag-Au-Cu-Pt,0.09,0.1386
Ag-Au-Cu-Re,0.9900000000000001,0.1386
Ag-Au-Cu-Rh,0.16999999999999998,0.1386
Ag-Au-Cu-Ta,0.6,0.1386
Ag-Au-Cu-Ti,-0.24,0.1386
Ag-Au-Cu-V,0.65,0.1386
Ag-Au-Cu-W,1.44,0.1386
Ag-Au-Cu-Zn,-0.31,0.1386
Ag-Au-Cu-Zr,-0.34,0.1386
Ag-Au-Fe-Hf,0.010000000000000082,0.1386
Ag-Au-Fe-Ir,0.41000000000000003,0.1386
Ag-Au-Fe-Mg,0.030000000000000054,0.1386
Ag-Au-Fe-Mn,0.7900000000000001,0.1386
Ag-Au-Fe-Mo,1.3600000000000003,0.1386
Ag-Au-Fe-Nb,0.8300000000000001,0.1386
Ag-Au-Fe-Ni,0.75,0.1386
Ag-Au-Fe-Os,0.5800000000000001,0.1386
Ag-Au-Fe-Pd,0.5200000000000001,0.1386
Ag-Au-Fe-Pt,0.56,0.1386
Ag-Au-Fe-Re,1.21,0.1386
Ag-Au-Fe-Rh,0.5100000000000001,0.1386
Ag-Au-Fe-Ta,0.8500000000000001,0.1386
Ag-Au-Fe-Ti,0.04000000000000001,0.1386
Ag-Au-Fe-V,0.7900000000000001,0.1386
Ag-Au-Fe-W,1.64,0.1386
Ag-Au-Fe-Zn,0.18000000000000002,0.1386
Ag-Au-Fe-Zr,0.12000000000000005,0.1386
Ag-Au-Hf-Ir,-1.27,0.1386
Ag-Au-Hf-Mg,-1.0899999999999999,0.1386
Ag-Au-Hf-Mn,-0.17999999999999997,0.1386
Ag-Au-Hf-Mo,0.2,0.1386
Ag-Au-Hf-Nb,-0.19999999999999998,0.1386
Ag-Au-Hf-Ni,-0.47000000000000003,0.1386
Ag-Au-Hf-Os,-0.74,0.1386
Ag-Au-Hf-Pd,-1.1400000000000001,0.1386
Ag-Au-Hf-Pt,-1.29,0.1386
Ag-Au-Hf-Re,-0.039999999999999925,0.1386
Ag-Au-Hf-Rh,-1.13,0.1386
Ag-Au-Hf-Ta,-0.09999999999999999,0.1386
Ag-Au-Hf-Ti,-0.79,0.1386
Ag-Au-Hf-V,0.030000000000000054,0.1386
Ag-Au-Hf-W,0.55,0.1386
Ag-Au-Hf-Zn,-0.9299999999999999,0.1386
Ag-Au-Hf-Zr,-0.93,0.1386
Ag-Au-Ir-Mg,-0.9199999999999999,0.1386
Ag-Au-Ir-Mn,0.15000000000000008,0.1386
Ag-Au-Ir-Mo,0.52,0.1386
Ag-Au-Ir-Nb,-0.18,0.1386
Ag-Au-Ir-Ni,0.24000000000000002,0.1386
Ag-Au-Ir-Os,0.030000000000000027,0.1386
Ag-Au-Ir-Pd,-0.010000000000000009,0.1386
Ag-Au-Ir-Pt,0.14,0.1386
Ag-Au-Ir-Re,0.45999999999999996,0.1386
Ag-Au-Ir-Rh,0.030000000000000027,0.1386
Ag-Au-Ir-Ta,-0.18999999999999995,0.1386
Ag-Au-Ir-Ti,-1.04,0.1386
Ag-Au-Ir-V,-0.029999999999999916,0.1386
Ag-Au-Ir-W,0.7999999999999999,0.1386
Ag-Au-Ir-Zn,-0.5,0.1386
Ag-Au-Ir-Zr,-1.1,0.1386
Ag-Au-Mg-Mn,-0.1399999999999999,0.1386
Ag-Au-Mg-Mo,0.33000000000000007,0.1386
Ag-Au-Mg-Nb,-0.15,0.1386
Ag-Au-Mg-Ni,-0.42,0.1386
Ag-Au-Mg-Os,-0.5199999999999999,0.1386
Ag-Au-Mg-Pd,-1.28,0.1386
Ag-Au-Mg-Pt,-1.2399999999999998,0.1386
Ag-Au-Mg-Re,0.18000000000000005,0.1386
Ag-Au-Mg-Rh,-0.9299999999999999,0.1386
Ag-Au-Mg-Ta,-0.009999999999999953,0.1386
Ag-Au-Mg-Ti,-0.86,0.1386
Ag-Au-Mg-V,0.07000000000000003,0.1386
Ag-Au-Mg-W,0.7200000000000001,0.1386
Ag-Au-Mg-Zn,-1.04,0.1386
Ag-Au-Mg-Zr,-1.0599999999999998,0.1386
Ag-Au-Mn-Mo,1.09,0.1386
Ag-Au-Mn-Nb,0.6000000000000001,0.1386
Ag-Au-Mn-Ni,0.58,0.1386
Ag-Au-Mn-Os,0.32,0.1386
Ag-Au-Mn-Pd,0.09999999999999999,0.1386
Ag-Au-Mn-Pt,0.12000000000000005,0.1386
Ag-Au-Mn-Re,0.93,0.1386
Ag-Au-Mn-Rh,0.28,0.1386
Ag-Au-Mn-Ta,0.61,0.1386
Ag-Au-Mn-Ti,-0.17999999999999994,0.1386
Ag-Au-Mn-V,0.5,0.1386
Ag-Au-Mn-W,1.36,0.1386
Ag-Au-Mn-Zn,-0.009999999999999981,0.1386
Ag-Au-Mn-Zr,-0.05000000000000002,0.1386
Ag-Au-Mo-Nb,0.96,0.1386
Ag-Au-Mo-Ni,1.09,0.1386
Ag-Au-Mo-Os,0.8799999999999999,0.1386
Ag-Au-Mo-Pd,0.72,0.1386
Ag-Au-Mo-Pt,0.6400000000000001,0.1386
Ag-Au-Mo-Re,1.45,0.1386
Ag-Au-Mo-Rh,0.69,0.1386
Ag-Au-Mo-Ta,0.9699999999999999,0.1386
Ag-Au-Mo-Ti,0.31,0.1386
Ag-Au-Mo-V,1.06,0.1386
Ag-Au-Mo-W,1.75,0.1386
Ag-Au-Mo-Zn,0.5299999999999999,0.1386
Ag-Au-Mo-Zr,0.33999999999999997,0.1386
Ag-Au-Nb-Ni,0.49,0.1386
Ag-Au-Nb-Os,0.2,0.1386
Ag-Au-Nb-Pd,0.0,0.1386
Ag-Au-Nb-Pt,-0.13,0.1386
Ag-Au-Nb-Re,0.78,0.1386
Ag-Au-Nb-Rh,-0.020000000000000018,0.1386
Ag-Au-Nb-Ta,0.64,0.1386
Ag-Au-Nb-Ti,-0.02,0.1386
Ag-Au-Nb-V,0.77,0.1386
Ag-Au-Nb-W,1.25,0.1386
Ag-Au-Nb-Zn,-0.02999999999999998,0.1386
Ag-Au-Nb-Zr,-0.11000000000000001,0.1386
Ag-Au-Ni-Os,0.37000000000000005,0.1386
Ag-Au-Ni-Pd,0.27,0.1386
Ag-Au-Ni-Pt,0.35000000000000003,0.1386
Ag-Au-Ni-Re,0.9600000000000001,0.1386
Ag-Au-Ni-Rh,0.39,0.1386
Ag-Au-Ni-Ta,0.51,0.1386
Ag-Au-Ni-Ti,-0.34,0.1386
Ag-Au-Ni-V,0.5599999999999999,0.1386
Ag-Au-Ni-W,1.3800000000000001,0.1386
Ag-Au-Ni-Zn,-0.2,0.1386
Ag-Au-Ni-Zr,-0.37000000000000005,0.1386
Ag-Au-Os-Pd,0.14,0.1386
Ag-Au-Os-Pt,0.22,0.1386
Ag-Au-Os-Re,0.7400000000000001,0.1386
Ag-Au-Os-Rh,0.31,0.1386
Ag-Au-Os-Ta,0.17999999999999994,0.1386
Ag-Au-Os-Ti,-0.6799999999999999,0.1386
Ag-Au-Os-V,0.17000000000000004,0.1386
Ag-Au-Os-W,1.1600000000000001,0.1386
Ag-Au-Os-Zn,-0.19999999999999998,0.1386
Ag-Au-Os-Zr,-0.5800000000000001,0.1386
Ag-Au-Pd-Pt,-5.204170427930421e-18,0.1386
Ag-Au-Pd-Re,0.7200000000000001,0.1386
Ag-Au-Pd-Rh,0.08000000000000002,0.1386
Ag-Au-Pd-Ta,0.030000000000000027,0.1386
Ag-Au-Pd-Ti,-0.88,0.1386
Ag-Au-Pd-V,0.20000000000000007,0.1386
Ag-Au-Pd-W,1.04,0.1386
Ag-Au-Pd-Zn,-0.81,0.1386
Ag-Au-Pd-Zr,-1.04,0.1386
Ag-Au-Pt-Re,0.7300000000000001,0.1386
Ag-Au-Pt-Rh,0.16000000000000003,0.1386
Ag-Au-Pt-Ta,-0.10000000000000003,0.1386
Ag-Au-Pt-Ti,-1.03,0.1386
Ag-Au-Pt-V,0.08000000000000002,0.1386
Ag-Au-Pt-W,0.9700000000000001,0.1386
Ag-Au-Pt-Zn,-0.66,0.1386
Ag-Au-Pt-Zr,-1.18,0.1386
Ag-Au-Re-Rh,0.7200000000000002,0.1386
Ag-Au-Re-Ta,0.78,0.1386
Ag-Au-Re-Ti,-0.019999999999999962,0.1386
Ag-Au-Re-V,0.7800000000000001,0.1386
Ag-Au-Re-W,1.7200000000000002,0.1386
Ag-Au-Re-Zn,0.4600000000000001,0.1386
Ag-Au-Re-Zr,0.09999999999999998,0.1386
Ag-Au-Rh-Ta,-0.030000000000000027,0.1386
Ag-Au-Rh-Ti,-0.87,0.1386
Ag-Au-Rh-V,0.15000000000000008,0.1386
Ag-Au-Rh-W,0.9799999999999999,0.1386
Ag-Au-Rh-Zn,-0.54,0.1386
Ag-Au-Rh-Zr,-0.97,0.1386
Ag-Au-Ta-Ti,0.06999999999999995,0.1386
Ag-Au-Ta-V,0.8099999999999999,0.1386
Ag-Au-Ta-W,1.27,0.1386
Ag-Au-Ta-Zn,0.08999999999999997,0.1386
Ag-Au-Ta-Zr,-0.010000000000000064,0.1386
Ag-Au-Ti-V,0.13000000000000003,0.1386
Ag-Au-Ti-W,0.6399999999999999,0.1386
Ag-Au-Ti-Zn,-0.76,0.1386
Ag-Au-Ti-Zr,-0.71,0.1386
Ag-Au-V-W,1.35,0.1386
Ag-Au-V-Zn,0.1300000000000001,0.1386
Ag-Au-V-Zr,0.13999999999999999,0.1386
Ag-Au-W-Zn,0.92,0.1386
Ag-Au-W-Zr,0.6799999999999999,0.1386
