,mix_enthalpy,config_entropy
Ag-Bi-Os,0.6010347,9.47e-05
Ag-Bi-Pb,0.0769654,9.47e-05
Ag-Bi-Pd,-0.0462089,9.47e-05
Ag-Bi-Pt,0.0336853,9.47e-05
Ag-Bi-Re,0.5222718,9.47e-05
Ag-Bi-Rh,0.1951524,9.47e-05
Ag-Bi-Ru,0.4235269,9.47e-05
Ag-Bi-Sb,0.0231434,9.47e-05
Ag-Bi-Sc,-0.2117938,9.47e-05
Ag-Bi-Si,0.0481468,9.47e-05
Ag-Bi-Sn,0.0459421,9.47e-05
Ag-Bi-Ta,0.3826719,9.47e-05
Ag-Bi-Te,-0.0503046,9.47e-05
Ag-Bi-Ti,0.079522,9.47e-05
Ag-Bi-V,0.3681509,9.47e-05
Ag-Bi-W,0.5406638,9.47e-05
Ag-Bi-Y,-0.2764268,9.47e-05
Ag-Bi-Zn,0.0612233,9.47e-05
Ag-Bi-Zr,-0.053166,9.47e-05
Ag-Cd-Co,0.2943824,9.47e-05
Ag-Cd-Cr,0.5048623,9.47e-05
Ag-Cd-Cu,0.0896152,9.47e-05
Ag-Cd-Fe,0.2715439,9.47e-05
Ag-Cd-Ga,0.011405,9.47e-05
Ag-Cd-Ge,0.01502,9.47e-05
Ag-Cd-Hf,0.0526121,9.47e-05
Ag-Cd-Hg,0.0405896,9.47e-05
Ag-Cd-In,0.0171102,9.47e-05
Ag-Cd-Ir,0.297632,9.47e-05
Ag-Cd-Mg,-0.1039018,9.47e-05
Ag-Cd-Mn,0.2686744,9.47e-05
Ag-Cd-Mo,0.3651956,9.47e-05
Ag-Cd-Nb,0.2273563,9.47e-05
Ag-Cd-Ni,0.1809647,9.47e-05
Ag-Cd-Os,0.54344,9.47e-05
Ag-Cd-Pb,0.0635343,9.47e-05
Ag-Cd-Pd,-0.1286063,9.47e-05
Ag-Cd-Pt,-0.0500626,9.47e-05
Ag-Cd-Re,0.5066998,9.47e-05
Ag-Cd-Rh,0.135471,9.47e-05
Ag-Cd-Ru,0.3593799,9.47e-05
Ag-Cd-Sb,-0.0024656,9.47e-05
Ag-Cd-Sc,-0.1298491,9.47e-05
Ag-Cd-Si,0.0338297,9.47e-05
Ag-Cd-Sn,0.0291626,9.47e-05
Ag-Cd-Ta,0.2951874,9.47e-05
Ag-Cd-Te,-0.1294401,9.47e-05
Ag-Cd-Ti,0.0681701,9.47e-05
Ag-Cd-V,0.2843559,9.47e-05
Ag-Cd-W,0.5043966,9.47e-05
Ag-Cd-Y,-0.1408532,9.47e-05
Ag-Cd-Zn,0.0177258,9.47e-05
Ag-Cd-Zr,-0.0040328,9.47e-05
Ag-Co-Cr,0.4748377,9.47e-05
Ag-Co-Cu,0.3021785,9.47e-05
Ag-Co-Fe,0.3181833,9.47e-05
Ag-Co-Ga,0.1558564,9.47e-05
Ag-Co-Ge,0.1530154,9.47e-05
Ag-Co-Hf,0.1840082,9.47e-05
Ag-Co-Hg,0.3765095,9.47e-05
Ag-Co-In,0.2874836,9.47e-05
Ag-Co-Ir,0.4544039,9.47e-05
Ag-Co-Mg,0.1882654,9.47e-05
Ag-Co-Mn,0.345105,9.47e-05
Ag-Co-Mo,0.4544417,9.47e-05
Ag-Co-Nb,0.3324231,9.47e-05
Ag-Co-Ni,0.3296314,9.47e-05
Ag-Co-Os,0.5812457,9.47e-05
Ag-Co-Pb,0.3793061,9.47e-05
Ag-Co-Pd,0.2284033,9.47e-05
Ag-Co-Pt,0.2404335,9.47e-05
Ag-Co-Re,0.507771,9.47e-05
Ag-Co-Rh,0.3678865,9.47e-05
Ag-Co-Ru,0.487026,9.47e-05
Ag-Co-Sb,0.2222225,9.47e-05
Ag-Co-Sc,0.1134201,9.47e-05
Ag-Co-Si,-0.0350331,9.47e-05
Ag-Co-Sn,0.32964,9.47e-05
Ag-Co-Ta,0.3348446,9.47e-05
Ag-Co-Te,0.1859084,9.47e-05
Ag-Co-Ti,0.154673,9.47e-05
Ag-Co-V,0.3039579,9.47e-05
Ag-Co-W,0.5226256,9.47e-05
Ag-Co-Y,0.1855659,9.47e-05
Ag-Co-Zn,0.1753688,9.47e-05
Ag-Co-Zr,0.1883232,9.47e-05
Ag-Cr-Cu,0.4294509,9.47e-05
Ag-Cr-Fe,0.4289115,9.47e-05
Ag-Cr-Ga,0.2783218,9.47e-05
Ag-Cr-Ge,0.2757094,9.47e-05
Ag-Cr-Hf,0.3886767,9.47e-05
Ag-Cr-Hg,0.5718374,9.47e-05
Ag-Cr-In,0.5073595,9.47e-05
Ag-Cr-Ir,0.4625953,9.47e-05
Ag-Cr-Mg,0.3756898,9.47e-05
Ag-Cr-Mn,0.3938964,9.47e-05
Ag-Cr-Mo,0.4936305,9.47e-05
Ag-Cr-Nb,0.437919,9.47e-05
Ag-Cr-Ni,0.4054855,9.47e-05
Ag-Cr-Os,0.6173607,9.47e-05
Ag-Cr-Pb,0.6166431,9.47e-05
Ag-Cr-Pd,0.3195584,9.47e-05
Ag-Cr-Pt,0.267054,9.47e-05
Ag-Cr-Re,0.5596524,9.47e-05
Ag-Cr-Rh,0.3917365,9.47e-05
Ag-Cr-Ru,0.5276368,9.47e-05
Ag-Cr-Sb,0.4096701,9.47e-05
Ag-Cr-Sc,0.3388658,9.47e-05
Ag-Cr-Si,0.1034214,9.47e-05
Ag-Cr-Sn,0.4745172,9.47e-05
Ag-Cr-Ta,0.4479906,9.47e-05
Ag-Cr-Te,0.3026022,9.47e-05
Ag-Cr-Ti,0.3180882,9.47e-05
Ag-Cr-V,0.3716563,9.47e-05
Ag-Cr-W,0.5575956,9.47e-05
Ag-Cr-Y,0.4336508,9.47e-05
Ag-Cr-Zn,0.3063579,9.47e-05
Ag-Cr-Zr,0.3922874,9.47e-05
Ag-Cu-Fe,0.2829365,9.47e-05
Ag-Cu-Ga,0.0640658,9.47e-05
Ag-Cu-Ge,0.0921094,9.47e-05
Ag-Cu-Hf,0.1259753,9.47e-05
Ag-Cu-Hg,0.2060692,9.47e-05
Ag-Cu-In,0.1560292,9.47e-05
Ag-Cu-Ir,0.3244078,9.47e-05
Ag-Cu-Mg,-0.0007972,9.47e-05
Ag-Cu-Mn,0.2812957,9.47e-05
Ag-Cu-Mo,0.3969446,9.47e-05
Ag-Cu-Nb,0.2789016,9.47e-05
Ag-Cu-Ni,0.2163643,9.47e-05
Ag-Cu-Os,0.5110763,9.47e-05
Ag-Cu-Pb,0.2472094,9.47e-05
Ag-Cu-Pd,0.0434648,9.47e-05
Ag-Cu-Pt,0.0843063,9.47e-05
Ag-Cu-Re,0.4766586,9.47e-05
Ag-Cu-Rh,0.2358198,9.47e-05
Ag-Cu-Ru,0.3915206,9.47e-05
Ag-Cu-Sb,0.1108791,9.47e-05
Ag-Cu-Sc,-0.0058843,9.47e-05
Ag-Cu-Si,0.0600946,9.47e-05
Ag-Cu-Sn,0.1554799,9.47e-05
Ag-Cu-Ta,0.3069194,9.47e-05
Ag-Cu-Te,0.0575056,9.47e-05
Ag-Cu-Ti,0.1192646,9.47e-05
Ag-Cu-V,0.2923816,9.47e-05
Ag-Cu-W,0.4970506,9.47e-05
Ag-Cu-Y,0.033117,9.47e-05
Ag-Cu-Zn,0.0273775,9.47e-05
Ag-Cu-Zr,0.0975322,9.47e-05
Ag-Fe-Ga,0.1400054,9.47e-05
Ag-Fe-Ge,0.1610208,9.47e-05
Ag-Fe-Hf,0.2252601,9.47e-05
Ag-Fe-Hg,0.3858871,9.47e-05
Ag-Fe-In,0.3049118,9.47e-05
Ag-Fe-Ir,0.3776821,9.47e-05
Ag-Fe-Mg,0.1939092,9.47e-05
Ag-Fe-Mn,0.3270613,9.47e-05
Ag-Fe-Mo,0.4286809,9.47e-05
Ag-Fe-Nb,0.3236481,9.47e-05
Ag-Fe-Ni,0.2836546,9.47e-05
Ag-Fe-Os,0.5370053,9.47e-05
Ag-Fe-Pb,0.3711515,9.47e-05
Ag-Fe-Pd,0.1650617,9.47e-05
Ag-Fe-Pt,0.1627353,9.47e-05
Ag-Fe-Re,0.4864802,9.47e-05
Ag-Fe-Rh,0.3016406,9.47e-05
Ag-Fe-Ru,0.4443585,9.47e-05
Ag-Fe-Sb,0.2094798,9.47e-05
Ag-Fe-Sc,0.1547859,9.47e-05
Ag-Fe-Si,-0.007234,9.47e-05
Ag-Fe-Sn,0.312358,9.47e-05
Ag-Fe-Ta,0.3290756,9.47e-05
Ag-Fe-Te,0.1795217,9.47e-05
Ag-Fe-Ti,0.1568641,9.47e-05
Ag-Fe-V,0.2668233,9.47e-05
Ag-Fe-W,0.4976032,9.47e-05
Ag-Fe-Y,0.2520914,9.47e-05
Ag-Fe-Zn,0.1594451,9.47e-05
Ag-Fe-Zr,0.2192342,9.47e-05
Ag-Ga-Ge,0.0242751,9.47e-05
Ag-Ga-Hf,-0.0791,9.47e-05
Ag-Ga-Hg,0.0745264,9.47e-05
Ag-Ga-In,0.0339573,9.47e-05
Ag-Ga-Ir,0.1601483,9.47e-05
Ag-Ga-Mg,-0.0917472,9.47e-05
Ag-Ga-Mn,0.1493797,9.47e-05
Ag-Ga-Mo,0.2111707,9.47e-05
Ag-Ga-Nb,0.0620368,9.47e-05
Ag-Ga-Ni,0.0284757,9.47e-05
Ag-Ga-Os,0.3906674,9.47e-05
Ag-Ga-Pb,0.1006846,9.47e-05
Ag-Ga-Pd,-0.2006973,9.47e-05
Ag-Ga-Pt,-0.1558703,9.47e-05
Ag-Ga-Re,0.3557555,9.47e-05
Ag-Ga-Rh,-0.0330652,9.47e-05
Ag-Ga-Ru,0.2004784,9.47e-05
Ag-Ga-Sb,0.0160656,9.47e-05
Ag-Ga-Sc,-0.2110315,9.47e-05
Ag-Ga-Si,0.0360158,9.47e-05
Ag-Ga-Sn,0.0501579,9.47e-05
Ag-Ga-Ta,0.1269386,9.47e-05
Ag-Ga-Te,-0.0929446,9.47e-05
Ag-Ga-Ti,-0.085151,9.47e-05
Ag-Ga-V,0.1047614,9.47e-05
Ag-Ga-W,0.3516385,9.47e-05
Ag-Ga-Y,-0.2023209,9.47e-05
Ag-Ga-Zn,0.0218376,9.47e-05
Ag-Ga-Zr,-0.1400359,9.47e-05
Ag-Ge-Hf,-0.1606574,9.47e-05
Ag-Ge-Hg,0.1005696,9.47e-05
Ag-Ge-In,0.0392195,9.47e-05
Ag-Ge-Ir,0.2040452,9.47e-05
Ag-Ge-Mg,-0.1201344,9.47e-05
Ag-Ge-Mn,0.1209592,9.47e-05
Ag-Ge-Mo,0.213124,9.47e-05
Ag-Ge-Nb,0.012562,9.47e-05
Ag-Ge-Ni,0.0485506,9.47e-05
Ag-Ge-Os,0.4232176,9.47e-05
Ag-Ge-Pb,0.0983289,9.47e-05
Ag-Ge-Pd,-0.169583,9.47e-05
Ag-Ge-Pt,-0.0595698,9.47e-05
Ag-Ge-Re,0.3740019,9.47e-05
Ag-Ge-Rh,-0.029467,9.47e-05
Ag-Ge-Ru,0.2238054,9.47e-05
Ag-Ge-Sb,0.0086682,9.47e-05
Ag-Ge-Sc,-0.3256682,9.47e-05
Ag-Ge-Si,0.0296303,9.47e-05
Ag-Ge-Sn,0.0505413,9.47e-05
Ag-Ge-Ta,0.0864355,9.47e-05
Ag-Ge-Te,-0.0526384,9.47e-05
Ag-Ge-Ti,-0.1659693,9.47e-05
Ag-Ge-V,0.056832,9.47e-05
Ag-Ge-W,0.3808513,9.47e-05
Ag-Ge-Y,-0.3303576,9.47e-05
Ag-Ge-Zn,0.0208094,9.47e-05
Ag-Ge-Zr,-0.2283256,9.47e-05
Ag-Hf-Hg,0.1031673,9.47e-05
Ag-Hf-In,0.0285501,9.47e-05
Ag-Hf-Ir,-0.023182,9.47e-05
Ag-Hf-Mg,0.0379392,9.47e-05
Ag-Hf-Mn,0.2422705,9.47e-05
Ag-Hf-Mo,0.2576524,9.47e-05
Ag-Hf-Nb,0.2060967,9.47e-05
Ag-Hf-Ni,0.0835208,9.47e-05
Ag-Hf-Os,0.2969133,9.47e-05
Ag-Hf-Pb,0.1501258,9.47e-05
Ag-Hf-Pd,-0.1794089,9.47e-05
Ag-Hf-Pt,-0.2676857,9.47e-05
Ag-Hf-Re,0.2769484,9.47e-05
Ag-Hf-Rh,-0.0856595,9.47e-05
Ag-Hf-Ru,0.1667046,9.47e-05
Ag-Hf-Sb,-0.1025992,9.47e-05
Ag-Hf-Sc,0.0381659,9.47e-05
Ag-Hf-Si,-0.2107029,9.47e-05
Ag-Hf-Sn,-0.0287461,9.47e-05
Ag-Hf-Ta,0.2496895,9.47e-05
Ag-Hf-Te,-0.1046624,9.47e-05
Ag-Hf-Ti,0.1332768,9.47e-05
Ag-Hf-V,0.2743525,9.47e-05
Ag-Hf-W,0.3566425,9.47e-05
Ag-Hf-Y,0.0728707,9.47e-05
Ag-Hf-Zn,0.0122561,9.47e-05
Ag-Hf-Zr,0.0983498,9.47e-05
Ag-Hg-In,0.0608811,9.47e-05
Ag-Hg-Ir,0.4614936,9.47e-05
Ag-Hg-Mg,-0.0805621,9.47e-05
Ag-Hg-Mn,0.355372,9.47e-05
Ag-Hg-Mo,0.4849538,9.47e-05
Ag-Hg-Nb,0.3035143,9.47e-05
Ag-Hg-Ni,0.311281,9.47e-05
Ag-Hg-Os,0.6874155,9.47e-05
Ag-Hg-Pb,0.1070093,9.47e-05
Ag-Hg-Pd,0.0220667,9.47e-05
Ag-Hg-Pt,0.146154,9.47e-05
Ag-Hg-Re,0.6702589,9.47e-05
Ag-Hg-Rh,0.2955272,9.47e-05
Ag-Hg-Ru,0.4952268,9.47e-05
Ag-Hg-Sb,0.0525071,9.47e-05
Ag-Hg-Sc,-0.1106785,9.47e-05
Ag-Hg-Si,0.0960511,9.47e-05
Ag-Hg-Sn,0.0843265,9.47e-05
Ag-Hg-Ta,0.3815225,9.47e-05
Ag-Hg-Te,0.0458745,9.47e-05
Ag-Hg-Ti,0.1223043,9.47e-05
Ag-Hg-V,0.3739734,9.47e-05
Ag-Hg-W,0.6404336,9.47e-05
Ag-Hg-Y,-0.1282996,9.47e-05
Ag-Hg-Zn,0.0966585,9.47e-05
Ag-Hg-Zr,0.0329254,9.47e-05
Ag-In-Ir,0.2907076,9.47e-05
Ag-In-Mg,-0.0680068,9.47e-05
Ag-In-Mn,0.2816529,9.47e-05
Ag-In-Mo,0.3760352,9.47e-05
Ag-In-Nb,0.1933212,9.47e-05
Ag-In-Ni,0.176841,9.47e-05
Ag-In-Os,0.5652022,9.47e-05
Ag-In-Pb,0.0832063,9.47e-05
Ag-In-Pd,-0.1377374,9.47e-05
Ag-In-Pt,-0.0648718,9.47e-05
Ag-In-Re,0.5025792,9.47e-05
Ag-In-Rh,0.0910392,9.47e-05
Ag-In-Ru,0.3806807,9.47e-05
Ag-In-Sb,0.0053325,9.47e-05
Ag-In-Sc,-0.1539403,9.47e-05
Ag-In-Si,0.0417062,9.47e-05
Ag-In-Sn,0.043901,9.47e-05
Ag-In-Ta,0.2760391,9.47e-05
Ag-In-Te,-0.087646,9.47e-05
Ag-In-Ti,0.0501557,9.47e-05
Ag-In-V,0.2847908,9.47e-05
Ag-In-W,0.5324209,9.47e-05
Ag-In-Y,-0.1739565,9.47e-05
Ag-In-Zn,0.0577896,9.47e-05
Ag-In-Zr,-0.0496076,9.47e-05
Ag-Ir-Mg,0.0911843,9.47e-05
Ag-Ir-Mn,0.3549693,9.47e-05
Ag-Ir-Mo,0.3729547,9.47e-05
Ag-Ir-Nb,0.1941816,9.47e-05
Ag-Ir-Ni,0.3750777,9.47e-05
Ag-Ir-Os,0.6165578,9.47e-05
Ag-Ir-Pb,0.4205657,9.47e-05
Ag-Ir-Pd,0.2968198,9.47e-05
Ag-Ir-Pt,0.3345834,9.47e-05
Ag-Ir-Re,0.4761093,9.47e-05
Ag-Ir-Rh,0.4081568,9.47e-05
Ag-Ir-Ru,0.4970748,9.47e-05
Ag-Ir-Sb,0.2534594,9.47e-05
Ag-Ir-Sc,-0.1102887,9.47e-05
Ag-Ir-Si,0.0237409,9.47e-05
Ag-Ir-Sn,0.3227667,9.47e-05
Ag-Ir-Ta,0.1884632,9.47e-05
Ag-Ir-Te,0.2554525,9.47e-05
Ag-Ir-Ti,0.0003815,9.47e-05
Ag-Ir-V,0.2229567,9.47e-05
Ag-Ir-W,0.4453633,9.47e-05
Ag-Ir-Y,-0.0235252,9.47e-05
Ag-Ir-Zn,0.1778431,9.47e-05
Ag-Ir-Zr,-0.0035562,9.47e-05
Ag-Mg-Mn,0.2033598,9.47e-05
Ag-Mg-Mo,0.2723063,9.47e-05
Ag-Mg-Nb,0.1864398,9.47e-05
Ag-Mg-Ni,0.0615361,9.47e-05
Ag-Mg-Os,0.3493765,9.47e-05
Ag-Mg-Pb,-0.0060401,9.47e-05
Ag-Mg-Pd,-0.2863766,9.47e-05
Ag-Mg-Pt,-0.290182,9.47e-05
Ag-Mg-Re,0.3319821,9.47e-05
Ag-Mg-Rh,-0.038191,9.47e-05
Ag-Mg-Ru,0.20944,9.47e-05
Ag-Mg-Sb,-0.1517659,9.47e-05
Ag-Mg-Sc,-0.1085995,9.47e-05
Ag-Mg-Si,-0.0919951,9.47e-05
Ag-Mg-Sn,-0.0748921,9.47e-05
Ag-Mg-Ta,0.2465461,9.47e-05
Ag-Mg-Te,-0.4365457,9.47e-05
Ag-Mg-Ti,0.0596188,9.47e-05
Ag-Mg-V,0.2492696,9.47e-05
Ag-Mg-W,0.3902497,9.47e-05
Ag-Mg-Y,-0.1168079,9.47e-05
Ag-Mg-Zn,-0.0812618,9.47e-05
Ag-Mg-Zr,-0.0058184,9.47e-05
Ag-Mn-Mo,0.4075995,9.47e-05
Ag-Mn-Nb,0.3172994,9.47e-05
Ag-Mn-Ni,0.2707141,9.47e-05
Ag-Mn-Os,0.5163839,9.47e-05
Ag-Mn-Pb,0.4255392,9.47e-05
Ag-Mn-Pd,0.1285964,9.47e-05
Ag-Mn-Pt,0.1149108,9.47e-05
Ag-Mn-Re,0.4630125,9.47e-05
Ag-Mn-Rh,0.2974963,9.47e-05
Ag-Mn-Ru,0.4303376,9.47e-05
Ag-Mn-Sb,0.2288245,9.47e-05
Ag-Mn-Sc,0.1793587,9.47e-05
Ag-Mn-Si,-0.0255236,9.47e-05
Ag-Mn-Sn,0.2687464,9.47e-05
Ag-Mn-Ta,0.3218898,9.47e-05
Ag-Mn-Te,0.1524824,9.47e-05
Ag-Mn-Ti,0.160896,9.47e-05
Ag-Mn-V,0.2394483,9.47e-05
Ag-Mn-W,0.4728234,9.47e-05
Ag-Mn-Y,0.2569482,9.47e-05
Ag-Mn-Zn,0.1637571,9.47e-05
Ag-Mn-Zr,0.2405065,9.47e-05
Ag-Mo-Nb,0.3218978,9.47e-05
Ag-Mo-Ni,0.3771104,9.47e-05
Ag-Mo-Os,0.6192465,9.47e-05
Ag-Mo-Pb,0.4920302,9.47e-05
Ag-Mo-Pd,0.2467462,9.47e-05
Ag-Mo-Pt,0.1916707,9.47e-05
Ag-Mo-Re,0.5429323,9.47e-05
Ag-Mo-Rh,0.3280127,9.47e-05
Ag-Mo-Ru,0.5135964,9.47e-05
Ag-Mo-Sb,0.2871568,9.47e-05
Ag-Mo-Sc,0.2168263,9.47e-05
Ag-Mo-Si,0.0776118,9.47e-05
Ag-Mo-Sn,0.3953836,9.47e-05
Ag-Mo-Ta,0.3280692,9.47e-05
Ag-Mo-Te,0.2964145,9.47e-05
Ag-Mo-Ti,0.2245301,9.47e-05
Ag-Mo-V,0.3294069,9.47e-05
Ag-Mo-W,0.4911974,9.47e-05
Ag-Mo-Y,0.3254285,9.47e-05
Ag-Mo-Zn,0.258782,9.47e-05
Ag-Mo-Zr,0.2593801,9.47e-05
Ag-Nb-Ni,0.2426423,9.47e-05
Ag-Nb-Os,0.4441502,9.47e-05
Ag-Nb-Pb,0.350769,9.47e-05
Ag-Nb-Pd,0.0560342,9.47e-05
Ag-Nb-Pt,-0.0208302,9.47e-05
Ag-Nb-Re,0.3748243,9.47e-05
Ag-Nb-Rh,0.1399306,9.47e-05
Ag-Nb-Ru,0.3312847,9.47e-05
Ag-Nb-Sb,0.1316375,9.47e-05
Ag-Nb-Sc,0.1479028,9.47e-05
Ag-Nb-Si,-0.0705272,9.47e-05
Ag-Nb-Sn,0.1534951,9.47e-05
Ag-Nb-Ta,0.3105993,9.47e-05
Ag-Nb-Te,0.1409383,9.47e-05
Ag-Nb-Ti,0.2089214,9.47e-05
Ag-Nb-V,0.33322,9.47e-05
Ag-Nb-W,0.3986487,9.47e-05
Ag-Nb-Y,0.2228656,9.47e-05
Ag-Nb-Zn,0.1436902,9.47e-05
Ag-Nb-Zr,0.1913915,9.47e-05
Ag-Ni-Os,0.5181508,9.47e-05
Ag-Ni-Pb,0.2712894,9.47e-05
Ag-Ni-Pd,0.1716948,9.47e-05
Ag-Ni-Pt,0.185607,9.47e-05
Ag-Ni-Re,0.4503766,9.47e-05
Ag-Ni-Rh,0.3186472,9.47e-05
Ag-Ni-Ru,0.4235888,9.47e-05
Ag-Ni-Sb,0.1254758,9.47e-05
Ag-Ni-Sc,-0.0248408,9.47e-05
Ag-Ni-Si,-0.0818999,9.47e-05
Ag-Ni-Sn,0.1904522,9.47e-05
Ag-Ni-Ta,0.2498136,9.47e-05
Ag-Ni-Te,0.0898108,9.47e-05
Ag-Ni-Ti,0.0629782,9.47e-05
Ag-Ni-V,0.2373499,9.47e-05
Ag-Ni-W,0.454211,9.47e-05
Ag-Ni-Y,0.0479387,9.47e-05
Ag-Ni-Zn,0.0598138,9.47e-05
Ag-Ni-Zr,0.0729614,9.47e-05
Ag-Os-Pb,0.6558816,9.47e-05
Ag-Os-Pd,0.4464677,9.47e-05
Ag-Os-Pt,0.462229,9.47e-05
