,mix_enthalpy,config_entropy
Ag-Al-Co-Cu,0.0,0.0001195
Ag-Al-Co-Fe,0.0275,0.0001195
Ag-Al-Co-Hf,-0.1575,0.0001195
Ag-Al-Co-Ir,-0.2425,0.0001195
Ag-Al-Co-Mg,-0.0275,0.0001195
Ag-Al-Co-Mn,0.0075,0.0001195
Ag-Al-Co-Mo,0.0825,0.0001195
Ag-Al-Co-Nb,0.0,0.0001195
Ag-Al-Co-Ni,-0.0925,0.0001195
Ag-Al-Co-Os,-0.15,0.0001195
Ag-Al-Co-Pd,-0.1875,0.0001195
Ag-Al-Co-Pt,-0.23,0.0001195
Ag-Al-Co-Re,0.0225,0.0001195
Ag-Al-Co-Rh,-0.2175,0.0001195
Ag-Al-Co-Ta,0.005,0.0001195
Ag-Al-Co-Ti,-0.1525,0.0001195
Ag-Al-Co-V,-0.01,0.0001195
Ag-Al-Co-W,0.15,0.0001195
Ag-Al-Co-Zn,-0.0475,0.0001195
Ag-Al-Co-Zr,-0.13,0.0001195
Ag-Al-Cr-Cu,0.1525,0.0001195
Ag-Al-Cr-Fe,0.1375,0.0001195
Ag-Al-Cr-Hf,0.0375,0.0001195
Ag-Al-Cr-Ir,-0.16,0.0001195
Ag-Al-Cr-Mg,0.155,0.0001195
Ag-Al-Cr-Mn,0.1,0.0001195
Ag-Al-Cr-Mo,0.185,0.0001195
Ag-Al-Cr-Nb,0.1375,0.0001195
Ag-Al-Cr-Ni,0.03,0.0001195
Ag-Al-Cr-Os,-0.065,0.0001195
Ag-Al-Cr-Pd,-0.0625,0.0001195
Ag-Al-Cr-Pt,-0.14,0.0001195
Ag-Al-Cr-Re,0.1125,0.0001195
Ag-Al-Cr-Rh,-0.12,0.0001195
Ag-Al-Cr-Ta,0.15,0.0001195
Ag-Al-Cr-Ti,0.0175,0.0001195
Ag-Al-Cr-V,0.105,0.0001195
Ag-Al-Cr-W,0.25,0.0001195
Ag-Al-Cr-Zn,0.105,0.0001195
Ag-Al-Cr-Zr,0.0625,0.0001195
Ag-Al-Cu-Fe,0.0575,0.0001195
Ag-Al-Cu-Hf,-0.125,0.0001195
Ag-Al-Cu-Ir,-0.25,0.0001195
Ag-Al-Cu-Mg,-0.07,0.0001195
Ag-Al-Cu-Mn,0.03,0.0001195
Ag-Al-Cu-Mo,0.1175,0.0001195
Ag-Al-Cu-Nb,0.035,0.0001195
Ag-Al-Cu-Ni,-0.09,0.0001195
Ag-Al-Cu-Os,-0.14,0.0001195
Ag-Al-Cu-Pd,-0.2275,0.0001195
Ag-Al-Cu-Pt,-0.25,0.0001195
Ag-Al-Cu-Re,0.0525,0.0001195
Ag-Al-Cu-Rh,-0.2275,0.0001195
Ag-Al-Cu-Ta,0.055,0.0001195
Ag-Al-Cu-Ti,-0.1075,0.0001195
Ag-Al-Cu-V,0.0475,0.0001195
Ag-Al-Cu-W,0.2025,0.0001195
Ag-Al-Cu-Zn,-0.065,0.0001195
Ag-Al-Cu-Zr,-0.115,0.0001195
Ag-Al-Fe-Hf,-0.0825,0.0001195
Ag-Al-Fe-Ir,-0.2325,0.0001195
Ag-Al-Fe-Mg,0.025,0.0001195
Ag-Al-Fe-Mn,0.035,0.0001195
Ag-Al-Fe-Mo,0.12,0.0001195
Ag-Al-Fe-Nb,0.045,0.0001195
Ag-Al-Fe-Ni,-0.0675,0.0001195
Ag-Al-Fe-Os,-0.1375,0.0001195
Ag-Al-Fe-Pd,-0.145,0.0001195
Ag-Al-Fe-Pt,-0.195,0.0001195
Ag-Al-Fe-Re,0.045,0.0001195
Ag-Al-Fe-Rh,-0.205,0.0001195
Ag-Al-Fe-Ta,0.055,0.0001195
Ag-Al-Fe-Ti,-0.1,0.0001195
Ag-Al-Fe-V,0.02,0.0001195
Ag-Al-Fe-W,0.19,0.0001195
Ag-Al-Fe-Zn,-0.005,0.0001195
Ag-Al-Fe-Zr,-0.0625,0.0001195
Ag-Al-Hf-Ir,-0.5375,0.0001195
Ag-Al-Hf-Mg,-0.14,0.0001195
Ag-Al-Hf-Mn,-0.0925,0.0001195
Ag-Al-Hf-Mo,-0.055,0.0001195
Ag-Al-Hf-Nb,-0.0975,0.0001195
Ag-Al-Hf-Ni,-0.2575,0.0001195
Ag-Al-Hf-Os,-0.3525,0.0001195
Ag-Al-Hf-Pd,-0.445,0.0001195
Ag-Al-Hf-Pt,-0.5425,0.0001195
Ag-Al-Hf-Re,-0.1525,0.0001195
Ag-Al-Hf-Rh,-0.5,0.0001195
Ag-Al-Hf-Ta,-0.0675,0.0001195
Ag-Al-Hf-Ti,-0.1925,0.0001195
Ag-Al-Hf-V,-0.055,0.0001195
Ag-Al-Hf-W,0.0325,0.0001195
Ag-Al-Hf-Zn,-0.1675,0.0001195
Ag-Al-Hf-Zr,-0.21,0.0001195
Ag-Al-Ir-Mg,-0.3475,0.0001195
Ag-Al-Ir-Mn,-0.26,0.0001195
Ag-Al-Ir-Mo,-0.225,0.0001195
Ag-Al-Ir-Nb,-0.3425,0.0001195
Ag-Al-Ir-Ni,-0.33,0.0001195
Ag-Al-Ir-Os,-0.41,0.0001195
Ag-Al-Ir-Pd,-0.4125,0.0001195
Ag-Al-Ir-Pt,-0.435,0.0001195
Ag-Al-Ir-Re,-0.2775,0.0001195
Ag-Al-Ir-Rh,-0.46,0.0001195
Ag-Al-Ir-Ta,-0.34,0.0001195
Ag-Al-Ir-Ti,-0.505,0.0001195
Ag-Al-Ir-V,-0.32,0.0001195
Ag-Al-Ir-W,-0.155,0.0001195
Ag-Al-Ir-Zn,-0.31,0.0001195
Ag-Al-Ir-Zr,-0.5025,0.0001195
Ag-Al-Mg-Mn,0.02,0.0001195
Ag-Al-Mg-Mo,0.08,0.0001195
Ag-Al-Mg-Nb,0.0175,0.0001195
Ag-Al-Mg-Ni,-0.1425,0.0001195
Ag-Al-Mg-Os,-0.195,0.0001195
Ag-Al-Mg-Pd,-0.3775,0.0001195
Ag-Al-Mg-Pt,-0.4275,0.0001195
Ag-Al-Mg-Re,0.005,0.0001195
Ag-Al-Mg-Rh,-0.3475,0.0001195
Ag-Al-Mg-Ta,0.0575,0.0001195
Ag-Al-Mg-Ti,-0.1075,0.0001195
Ag-Al-Mg-V,0.0575,0.0001195
Ag-Al-Mg-W,0.1775,0.0001195
Ag-Al-Mg-Zn,-0.0925,0.0001195
Ag-Al-Mg-Zr,-0.14,0.0001195
Ag-Al-Mn-Mo,0.09,0.0001195
Ag-Al-Mn-Nb,0.025,0.0001195
Ag-Al-Mn-Ni,-0.0725,0.0001195
Ag-Al-Mn-Os,-0.165,0.0001195
Ag-Al-Mn-Pd,-0.2125,0.0001195
Ag-Al-Mn-Pt,-0.2675,0.0001195
Ag-Al-Mn-Re,0.0125,0.0001195
Ag-Al-Mn-Rh,-0.225,0.0001195
Ag-Al-Mn-Ta,0.0325,0.0001195
Ag-Al-Mn-Ti,-0.1175,0.0001195
Ag-Al-Mn-V,-0.015,0.0001195
Ag-Al-Mn-W,0.1575,0.0001195
Ag-Al-Mn-Zn,-0.015,0.0001195
Ag-Al-Mn-Zr,-0.0675,0.0001195
Ag-Al-Mo-Nb,0.0575,0.0001195
Ag-Al-Mo-Ni,-0.0025,0.0001195
Ag-Al-Mo-Os,-0.0825,0.0001195
Ag-Al-Mo-Pd,-0.115,0.0001195
Ag-Al-Mo-Pt,-0.195,0.0001195
Ag-Al-Mo-Re,0.085,0.0001195
Ag-Al-Mo-Rh,-0.18,0.0001195
Ag-Al-Mo-Ta,0.065,0.0001195
Ag-Al-Mo-Ti,-0.0525,0.0001195
Ag-Al-Mo-V,0.0675,0.0001195
Ag-Al-Mo-W,0.1975,0.0001195
Ag-Al-Mo-Zn,0.0625,0.0001195
Ag-Al-Mo-Zr,-0.0275,0.0001195
Ag-Al-Nb-Ni,-0.095,0.0001195
Ag-Al-Nb-Os,-0.195,0.0001195
Ag-Al-Nb-Pd,-0.2375,0.0001195
Ag-Al-Nb-Pt,-0.33,0.0001195
Ag-Al-Nb-Re,-0.025,0.0001195
Ag-Al-Nb-Rh,-0.3,0.0001195
Ag-Al-Nb-Ta,0.04,0.0001195
Ag-Al-Nb-Ti,-0.0775,0.0001195
Ag-Al-Nb-V,0.0525,0.0001195
Ag-Al-Nb-W,0.13,0.0001195
Ag-Al-Nb-Zn,-0.02,0.0001195
Ag-Al-Nb-Zr,-0.0825,0.0001195
Ag-Al-Ni-Os,-0.245,0.0001195
Ag-Al-Ni-Pd,-0.2625,0.0001195
Ag-Al-Ni-Pt,-0.3025,0.0001195
Ag-Al-Ni-Re,-0.0725,0.0001195
Ag-Al-Ni-Rh,-0.29,0.0001195
Ag-Al-Ni-Ta,-0.085,0.0001195
Ag-Al-Ni-Ti,-0.25,0.0001195
Ag-Al-Ni-V,-0.0925,0.0001195
Ag-Al-Ni-W,0.07,0.0001195
Ag-Al-Ni-Zn,-0.155,0.0001195
Ag-Al-Ni-Zr,-0.24,0.0001195
Ag-Al-Os-Pd,-0.3225,0.0001195
Ag-Al-Os-Pt,-0.3625,0.0001195
Ag-Al-Os-Re,-0.155,0.0001195
Ag-Al-Os-Rh,-0.3375,0.0001195
Ag-Al-Os-Ta,-0.195,0.0001195
Ag-Al-Os-Ti,-0.3625,0.0001195
Ag-Al-Os-V,-0.2175,0.0001195
Ag-Al-Os-W,-0.0125,0.0001195
Ag-Al-Os-Zn,-0.1825,0.0001195
Ag-Al-Os-Zr,-0.32,0.0001195
Ag-Al-Pd-Pt,-0.41,0.0001195
Ag-Al-Pd-Re,-0.1525,0.0001195
Ag-Al-Pd-Rh,-0.3875,0.0001195
Ag-Al-Pd-Ta,-0.225,0.0001195
Ag-Al-Pd-Ti,-0.405,0.0001195
Ag-Al-Pd-V,-0.2025,0.0001195
Ag-Al-Pd-W,-0.035,0.0001195
Ag-Al-Pd-Zn,-0.3275,0.0001195
Ag-Al-Pd-Zr,-0.4275,0.0001195
Ag-Al-Pt-Re,-0.21,0.0001195
Ag-Al-Pt-Rh,-0.4275,0.0001195
Ag-Al-Pt-Ta,-0.3175,0.0001195
Ag-Al-Pt-Ti,-0.5025,0.0001195
Ag-Al-Pt-V,-0.2925,0.0001195
Ag-Al-Pt-W,-0.1125,0.0001195
Ag-Al-Pt-Zn,-0.35,0.0001195
Ag-Al-Pt-Zr,-0.5225,0.0001195
Ag-Al-Re-Rh,-0.21,0.0001195
Ag-Al-Re-Ta,-0.02,0.0001195
Ag-Al-Re-Ti,-0.1725,0.0001195
Ag-Al-Re-V,-0.04,0.0001195
Ag-Al-Re-W,0.1525,0.0001195
Ag-Al-Re-Zn,0.0075,0.0001195
Ag-Al-Re-Zr,-0.125,0.0001195
Ag-Al-Rh-Ta,-0.2975,0.0001195
Ag-Al-Rh-Ti,-0.46,0.0001195
Ag-Al-Rh-V,-0.2725,0.0001195
Ag-Al-Rh-W,-0.1075,0.0001195
Ag-Al-Rh-Zn,-0.3175,0.0001195
Ag-Al-Rh-Zr,-0.4675,0.0001195
Ag-Al-Ta-Ti,-0.05,0.0001195
Ag-Al-Ta-V,0.0675,0.0001195
Ag-Al-Ta-W,0.14,0.0001195
Ag-Al-Ta-Zn,0.015,0.0001195
Ag-Al-Ta-Zr,-0.0525,0.0001195
Ag-Al-Ti-V,-0.055,0.0001195
Ag-Al-Ti-W,0.03,0.0001195
Ag-Al-Ti-Zn,-0.15,0.0001195
Ag-Al-Ti-Zr,-0.18,0.0001195
Ag-Al-V-W,0.14,0.0001195
Ag-Al-V-Zn,0.005,0.0001195
Ag-Al-V-Zr,-0.035,0.0001195
Ag-Al-W-Zn,0.16,0.0001195
Ag-Al-W-Zr,0.0575,0.0001195
Ag-Al-Zn-Zr,-0.17,0.0001195
Ag-Au-Cd-Co,0.12,0.0001195
Ag-Au-Cd-Cr,0.3125,0.0001195
Ag-Au-Cd-Cu,-0.025,0.0001195
Ag-Au-Cd-Fe,0.125,0.0001195
Ag-Au-Cd-Hf,-0.19,0.0001195
Ag-Au-Cd-Ir,-0.04,0.0001195
Ag-Au-Cd-Mg,-0.255,0.0001195
Ag-Au-Cd-Mn,0.0675,0.0001195
Ag-Au-Cd-Mo,0.21,0.0001195
Ag-Au-Cd-Nb,0.0575,0.0001195
Ag-Au-Cd-Ni,0.035,0.0001195
Ag-Au-Cd-Os,0.0525,0.0001195
Ag-Au-Cd-Pd,-0.1575,0.0001195
Ag-Au-Cd-Pt,-0.1025,0.0001195
Ag-Au-Cd-Re,0.2175,0.0001195
Ag-Au-Cd-Rh,-0.06,0.0001195
Ag-Au-Cd-Ta,0.0975,0.0001195
Ag-Au-Cd-Ti,-0.1375,0.0001195
Ag-Au-Cd-V,0.1125,0.0001195
Ag-Au-Cd-W,0.3175,0.0001195
Ag-Au-Cd-Zn,-0.13,0.0001195
Ag-Au-Cd-Zr,-0.19,0.0001195
Ag-Au-Co-Cr,0.3725,0.0001195
Ag-Au-Co-Cu,0.17,0.0001195
Ag-Au-Co-Fe,0.26,0.0001195
Ag-Au-Co-Hf,-0.04,0.0001195
Ag-Au-Co-Ir,0.125,0.0001195
Ag-Au-Co-Mg,-0.0125,0.0001195
Ag-Au-Co-Mn,0.2025,0.0001195
Ag-Au-Co-Mo,0.335,0.0001195
Ag-Au-Co-Nb,0.195,0.0001195
Ag-Au-Co-Ni,0.195,0.0001195
Ag-Au-Co-Os,0.165,0.0001195
Ag-Au-Co-Pd,0.12,0.0001195
Ag-Au-Co-Pt,0.1375,0.0001195
Ag-Au-Co-Re,0.3125,0.0001195
Ag-Au-Co-Rh,0.1475,0.0001195
Ag-Au-Co-Ta,0.195,0.0001195
Ag-Au-Co-Ti,-0.01,0.0001195
Ag-Au-Co-V,0.2,0.0001195
Ag-Au-Co-W,0.4025,0.0001195
Ag-Au-Co-Zn,0.035,0.0001195
Ag-Au-Co-Zr,-0.005,0.0001195
Ag-Au-Cr-Cu,0.32,0.0001195
Ag-Au-Cr-Fe,0.3675,0.0001195
Ag-Au-Cr-Hf,0.1525,0.0001195
Ag-Au-Cr-Ir,0.205,0.0001195
Ag-Au-Cr-Mg,0.1675,0.0001195
Ag-Au-Cr-Mn,0.2925,0.0001195
Ag-Au-Cr-Mo,0.435,0.0001195
Ag-Au-Cr-Nb,0.33,0.0001195
Ag-Au-Cr-Ni,0.315,0.0001195
Ag-Au-Cr-Os,0.2475,0.0001195
Ag-Au-Cr-Pd,0.2425,0.0001195
Ag-Au-Cr-Pt,0.225,0.0001195
Ag-Au-Cr-Re,0.4,0.0001195
Ag-Au-Cr-Rh,0.2425,0.0001195
Ag-Au-Cr-Ta,0.3375,0.0001195
Ag-Au-Cr-Ti,0.1575,0.0001195
Ag-Au-Cr-V,0.3125,0.0001195
Ag-Au-Cr-W,0.5,0.0001195
Ag-Au-Cr-Zn,0.185,0.0001195
Ag-Au-Cr-Zr,0.185,0.0001195
Ag-Au-Cu-Fe,0.195,0.0001195
Ag-Au-Cu-Hf,-0.1025,0.0001195
Ag-Au-Cu-Ir,0.0225,0.0001195
Ag-Au-Cu-Mg,-0.15,0.0001195
Ag-Au-Cu-Mn,0.13,0.0001195
Ag-Au-Cu-Mo,0.275,0.0001195
Ag-Au-Cu-Nb,0.135,0.0001195
Ag-Au-Cu-Ni,0.1025,0.0001195
Ag-Au-Cu-Os,0.08,0.0001195
Ag-Au-Cu-Pd,-0.015,0.0001195
Ag-Au-Cu-Pt,0.0225,0.0001195
Ag-Au-Cu-Re,0.2475,0.0001195
Ag-Au-Cu-Rh,0.0425,0.0001195
Ag-Au-Cu-Ta,0.15,0.0001195
Ag-Au-Cu-Ti,-0.06,0.0001195
Ag-Au-Cu-V,0.1625,0.0001195
Ag-Au-Cu-W,0.36,0.0001195
Ag-Au-Cu-Zn,-0.0775,0.0001195
Ag-Au-Cu-Zr,-0.085,0.0001195
Ag-Au-Fe-Hf,0.0025,0.0001195
Ag-Au-Fe-Ir,0.1025,0.0001195
Ag-Au-Fe-Mg,0.0075,0.0001195
Ag-Au-Fe-Mn,0.1975,0.0001195
Ag-Au-Fe-Mo,0.34,0.0001195
Ag-Au-Fe-Nb,0.2075,0.0001195
Ag-Au-Fe-Ni,0.1875,0.0001195
Ag-Au-Fe-Os,0.145,0.0001195
Ag-Au-Fe-Pd,0.13,0.0001195
Ag-Au-Fe-Pt,0.14,0.0001195
Ag-Au-Fe-Re,0.3025,0.0001195
Ag-Au-Fe-Rh,0.1275,0.0001195
Ag-Au-Fe-Ta,0.2125,0.0001195
Ag-Au-Fe-Ti,0.01,0.0001195
Ag-Au-Fe-V,0.1975,0.0001195
Ag-Au-Fe-W,0.41,0.0001195
Ag-Au-Fe-Zn,0.045,0.0001195
Ag-Au-Fe-Zr,0.03,0.0001195
Ag-Au-Hf-Ir,-0.3175,0.0001195
Ag-Au-Hf-Mg,-0.2725,0.0001195
Ag-Au-Hf-Mn,-0.045,0.0001195
Ag-Au-Hf-Mo,0.05,0.0001195
Ag-Au-Hf-Nb,-0.05,0.0001195
Ag-Au-Hf-Ni,-0.1175,0.0001195
Ag-Au-Hf-Os,-0.185,0.0001195
Ag-Au-Hf-Pd,-0.285,0.0001195
Ag-Au-Hf-Pt,-0.3225,0.0001195
Ag-Au-Hf-Re,-0.01,0.0001195
Ag-Au-Hf-Rh,-0.2825,0.0001195
Ag-Au-Hf-Ta,-0.025,0.0001195
Ag-Au-Hf-Ti,-0.1975,0.0001195
Ag-Au-Hf-V,0.0075,0.0001195
Ag-Au-Hf-W,0.1375,0.0001195
Ag-Au-Hf-Zn,-0.2325,0.0001195
Ag-Au-Hf-Zr,-0.2325,0.0001195
Ag-Au-Ir-Mg,-0.23,0.0001195
Ag-Au-Ir-Mn,0.0375,0.0001195
Ag-Au-Ir-Mo,0.13,0.0001195
Ag-Au-Ir-Nb,-0.045,0.0001195
Ag-Au-Ir-Ni,0.06,0.0001195
Ag-Au-Ir-Os,0.0075,0.0001195
Ag-Au-Ir-Pd,-0.0025,0.0001195
Ag-Au-Ir-Pt,0.035,0.0001195
Ag-Au-Ir-Re,0.115,0.0001195
Ag-Au-Ir-Rh,0.0075,0.0001195
Ag-Au-Ir-Ta,-0.0475,0.0001195
Ag-Au-Ir-Ti,-0.26,0.0001195
Ag-Au-Ir-V,-0.0075,0.0001195
Ag-Au-Ir-W,0.2,0.0001195
Ag-Au-Ir-Zn,-0.125,0.0001195
Ag-Au-Ir-Zr,-0.275,0.0001195
Ag-Au-Mg-Mn,-0.035,0.0001195
Ag-Au-Mg-Mo,0.0825,0.0001195
Ag-Au-Mg-Nb,-0.0375,0.0001195
Ag-Au-Mg-Ni,-0.105,0.0001195
Ag-Au-Mg-Os,-0.13,0.0001195
Ag-Au-Mg-Pd,-0.32,0.0001195
Ag-Au-Mg-Pt,-0.31,0.0001195
Ag-Au-Mg-Re,0.045,0.0001195
Ag-Au-Mg-Rh,-0.2325,0.0001195
Ag-Au-Mg-Ta,-0.0025,0.0001195
Ag-Au-Mg-Ti,-0.215,0.0001195
Ag-Au-Mg-V,0.0175,0.0001195
Ag-Au-Mg-W,0.18,0.0001195
Ag-Au-Mg-Zn,-0.26,0.0001195
Ag-Au-Mg-Zr,-0.265,0.0001195
Ag-Au-Mn-Mo,0.2725,0.0001195
Ag-Au-Mn-Nb,0.15,0.0001195
Ag-Au-Mn-Ni,0.145,0.0001195
Ag-Au-Mn-Os,0.08,0.0001195
Ag-Au-Mn-Pd,0.025,0.0001195
Ag-Au-Mn-Pt,0.03,0.0001195
Ag-Au-Mn-Re,0.2325,0.0001195
Ag-Au-Mn-Rh,0.07,0.0001195
Ag-Au-Mn-Ta,0.1525,0.0001195
Ag-Au-Mn-Ti,-0.045,0.0001195
Ag-Au-Mn-V,0.125,0.0001195
Ag-Au-Mn-W,0.34,0.0001195
Ag-Au-Mn-Zn,-0.0025,0.0001195
Ag-Au-Mn-Zr,-0.0125,0.0001195
Ag-Au-Mo-Nb,0.24,0.0001195
Ag-Au-Mo-Ni,0.2725,0.0001195
Ag-Au-Mo-Os,0.22,0.0001195
Ag-Au-Mo-Pd,0.18,0.0001195
Ag-Au-Mo-Pt,0.16,0.0001195
Ag-Au-Mo-Re,0.3625,0.0001195
Ag-Au-Mo-Rh,0.1725,0.0001195
Ag-Au-Mo-Ta,0.2425,0.0001195
Ag-Au-Mo-Ti,0.0775,0.0001195
Ag-Au-Mo-V,0.265,0.0001195
Ag-Au-Mo-W,0.4375,0.0001195
Ag-Au-Mo-Zn,0.1325,0.0001195
Ag-Au-Mo-Zr,0.085,0.0001195
Ag-Au-Nb-Ni,0.1225,0.0001195
Ag-Au-Nb-Os,0.05,0.0001195
Ag-Au-Nb-Pd,0.0,0.0001195
Ag-Au-Nb-Pt,-0.0325,0.0001195
Ag-Au-Nb-Re,0.195,0.0001195
Ag-Au-Nb-Rh,-0.005,0.0001195
Ag-Au-Nb-Ta,0.16,0.0001195
Ag-Au-Nb-Ti,-0.005,0.0001195
Ag-Au-Nb-V,0.1925,0.0001195
Ag-Au-Nb-W,0.3125,0.0001195
Ag-Au-Nb-Zn,-0.0075,0.0001195
Ag-Au-Nb-Zr,-0.0275,0.0001195
Ag-Au-Ni-Os,0.0925,0.0001195
Ag-Au-Ni-Pd,0.0675,0.0001195
Ag-Au-Ni-Pt,0.0875,0.0001195
Ag-Au-Ni-Re,0.24,0.0001195
Ag-Au-Ni-Rh,0.0975,0.0001195
Ag-Au-Ni-Ta,0.1275,0.0001195
Ag-Au-Ni-Ti,-0.085,0.0001195
Ag-Au-Ni-V,0.14,0.0001195
Ag-Au-Ni-W,0.345,0.0001195
Ag-Au-Ni-Zn,-0.05,0.0001195
Ag-Au-Ni-Zr,-0.0925,0.0001195
Ag-Au-Os-Pd,0.035,0.0001195
Ag-Au-Os-Pt,0.055,0.0001195
Ag-Au-Os-Re,0.185,0.0001195
Ag-Au-Os-Rh,0.0775,0.0001195
Ag-Au-Os-Ta,0.045,0.0001195
Ag-Au-Os-Ti,-0.17,0.0001195
Ag-Au-Os-V,0.0425,0.0001195
Ag-Au-Os-W,0.29,0.0001195
Ag-Au-Os-Zn,-0.05,0.0001195
Ag-Au-Os-Zr,-0.145,0.0001195
Ag-Au-Pd-Pt,-0.0,0.0001195
Ag-Au-Pd-Re,0.18,0.0001195
Ag-Au-Pd-Rh,0.02,0.0001195
Ag-Au-Pd-Ta,0.0075,0.0001195
Ag-Au-Pd-Ti,-0.22,0.0001195
Ag-Au-Pd-V,0.05,0.0001195
Ag-Au-Pd-W,0.26,0.0001195
Ag-Au-Pd-Zn,-0.2025,0.0001195
Ag-Au-Pd-Zr,-0.26,0.0001195
Ag-Au-Pt-Re,0.1825,0.0001195
Ag-Au-Pt-Rh,0.04,0.0001195
Ag-Au-Pt-Ta,-0.025,0.0001195
Ag-Au-Pt-Ti,-0.2575,0.0001195
Ag-Au-Pt-V,0.02,0.0001195
Ag-Au-Pt-W,0.2425,0.0001195
Ag-Au-Pt-Zn,-0.165,0.0001195
Ag-Au-Pt-Zr,-0.295,0.0001195
Ag-Au-Re-Rh,0.18,0.0001195
Ag-Au-Re-Ta,0.195,0.0001195
Ag-Au-Re-Ti,-0.005,0.0001195
Ag-Au-Re-V,0.195,0.0001195
Ag-Au-Re-W,0.43,0.0001195
Ag-Au-Re-Zn,0.115,0.0001195
Ag-Au-Re-Zr,0.025,0.0001195
Ag-Au-Rh-Ta,-0.0075,0.0001195
Ag-Au-Rh-Ti,-0.2175,0.0001195
Ag-Au-Rh-V,0.0375,0.0001195
Ag-Au-Rh-W,0.245,0.0001195
Ag-Au-Rh-Zn,-0.135,0.0001195
Ag-Au-Rh-Zr,-0.2425,0.0001195
Ag-Au-Ta-Ti,0.0175,0.0001195
Ag-Au-Ta-V,0.2025,0.0001195
Ag-Au-Ta-W,0.3175,0.0001195
Ag-Au-Ta-Zn,0.0225,0.0001195
Ag-Au-Ta-Zr,-0.0025,0.0001195
Ag-Au-Ti-V,0.0325,0.0001195
Ag-Au-Ti-W,0.16,0.0001195
Ag-Au-Ti-Zn,-0.19,0.0001195
Ag-Au-Ti-Zr,-0.1775,0.0001195
Ag-Au-V-W,0.3375,0.0001195
Ag-Au-V-Zn,0.0325,0.0001195
Ag-Au-V-Zr,0.035,0.0001195
Ag-Au-W-Zn,0.23,0.0001195
Ag-Au-W-Zr,0.17,0.0001195
Ag-Au-Zn-Zr,-0.2275,0.0001195
Ag-Cd-Co-Cr,0.4225,0.0001195
Ag-Cd-Co-Cu,0.185,0.0001195
Ag-Cd-Co-Fe,0.2875,0.0001195
Ag-Cd-Co-Hf,0.0525,0.0001195
Ag-Cd-Co-Ir,0.0875,0.0001195
Ag-Cd-Co-Mg,0.08,0.0001195
Ag-Cd-Co-Mn,0.255,0.0001195
Ag-Cd-Co-Mo,0.3575,0.0001195
Ag-Cd-Co-Nb,0.2475,0.0001195
Ag-Cd-Co-Ni,0.19,0.0001195
Ag-Cd-Co-Os,0.1625,0.0001195
Ag-Cd-Co-Pd,0.055,0.0001195
Ag-Cd-Co-Pt,0.0625,0.0001195
Ag-Cd-Co-Re,0.32,0.0001195
Ag-Cd-Co-Rh,0.095,0.0001195
Ag-Cd-Co-Ta,0.2625,0.0001195
Ag-Cd-Co-Ti,0.0675,0.0001195
Ag-Cd-Co-V,0.25,0.0001195
Ag-Cd-Co-W,0.435,0.0001195
Ag-Cd-Co-Zn,0.095,0.0001195
Ag-Cd-Co-Zr,0.075,0.0001195
Ag-Cd-Cr-Cu,0.375,0.0001195
