,mix_enthalpy,config_entropy
Ag-Cu-Mg,-0.09999999999999999,0.1099
Ag-Cu-Mn,0.52,0.1099
Ag-Cu-Mo,0.86,0.1099
Ag-Cu-Nb,0.58,0.1099
Ag-Cu-Ni,0.33,0.1099
Ag-Cu-Os,0.22999999999999998,0.1099
Ag-Cu-Pd,0.009999999999999995,0.1099
Ag-Cu-Pt,0.06,0.1099
Ag-Cu-Re,0.6900000000000001,0.1099
Ag-Cu-Rh,0.13,0.1099
Ag-Cu-Ta,0.61,0.1099
Ag-Cu-Ti,0.11,0.1099
Ag-Cu-V,0.5900000000000001,0.1099
Ag-Cu-W,1.0699999999999998,0.1099
Ag-Cu-Zn,-0.07,0.1099
Ag-Cu-Zr,0.09000000000000001,0.1099
Ag-Fe-Hf,0.3,0.1099
Ag-Fe-Ir,0.20000000000000007,0.1099
Ag-Fe-Mg,0.37,0.1099
Ag-Fe-Mn,0.6300000000000001,0.1099
Ag-Fe-Mo,0.9600000000000001,0.1099
Ag-Fe-Nb,0.71,0.1099
Ag-Fe-Ni,0.51,0.1099
Ag-Fe-Os,0.33000000000000007,0.1099
Ag-Fe-Pd,0.43,0.1099
Ag-Fe-Pt,0.37,0.1099
Ag-Fe-Re,0.75,0.1099
Ag-Fe-Rh,0.31000000000000005,0.1099
Ag-Fe-Ta,0.7,0.1099
Ag-Fe-Ti,0.23,0.1099
Ag-Fe-V,0.5700000000000001,0.1099
Ag-Fe-W,1.1099999999999999,0.1099
Ag-Fe-Zn,0.26,0.1099
Ag-Fe-Zr,0.39,0.1099
Ag-Hf-Ir,-0.9,0.1099
Ag-Hf-Mg,-0.16999999999999998,0.1099
Ag-Hf-Mn,0.24,0.1099
Ag-Hf-Mo,0.37999999999999995,0.1099
Ag-Hf-Nb,0.26,0.1099
Ag-Hf-Ni,-0.13,0.1099
Ag-Hf-Os,-0.41000000000000003,0.1099
Ag-Hf-Pd,-0.65,0.1099
Ag-Hf-Pt,-0.9,0.1099
Ag-Hf-Re,0.08000000000000002,0.1099
Ag-Hf-Rh,-0.75,0.1099
Ag-Hf-Ta,0.32999999999999996,0.1099
Ag-Hf-Ti,-0.02,0.1099
Ag-Hf-V,0.39,0.1099
Ag-Hf-W,0.6,0.1099
Ag-Hf-Zn,-0.27,0.1099
Ag-Hf-Zr,-0.08,0.1099
Ag-Ir-Mg,-0.5,0.1099
Ag-Ir-Mn,0.07,0.1099
Ag-Ir-Mo,0.19999999999999996,0.1099
Ag-Ir-Nb,-0.21999999999999997,0.1099
Ag-Ir-Ni,0.07999999999999999,0.1099
Ag-Ir-Os,-0.14,0.1099
Ag-Ir-Pd,-0.020000000000000004,0.1099
Ag-Ir-Pt,0.030000000000000013,0.1099
Ag-Ir-Re,0.08000000000000007,0.1099
Ag-Ir-Rh,-0.08999999999999997,0.1099
Ag-Ir-Ta,-0.26,0.1099
Ag-Ir-Ti,-0.77,0.1099
Ag-Ir-V,-0.16999999999999993,0.1099
Ag-Ir-W,0.35,0.1099
Ag-Ir-Zn,-0.33999999999999997,0.1099
Ag-Ir-Zr,-0.75,0.1099
Ag-Mg-Mn,0.33,0.1099
Ag-Mg-Mo,0.56,0.1099
Ag-Mg-Nb,0.36,0.1099
Ag-Mg-Ni,-0.03,0.1099
Ag-Mg-Os,-0.13999999999999999,0.1099
Ag-Mg-Pd,-0.74,0.1099
Ag-Mg-Pt,-0.8,0.1099
Ag-Mg-Re,0.35000000000000003,0.1099
Ag-Mg-Rh,-0.5,0.1099
Ag-Mg-Ta,0.47,0.1099
Ag-Mg-Ti,-0.04000000000000001,0.1099
Ag-Mg-V,0.48000000000000004,0.1099
Ag-Mg-W,0.8200000000000001,0.1099
Ag-Mg-Zn,-0.33,0.1099
Ag-Mg-Zr,-0.16,0.1099
Ag-Mn-Mo,0.8200000000000001,0.1099
Ag-Mn-Nb,0.6100000000000001,0.1099
Ag-Mn-Ni,0.47,0.1099
Ag-Mn-Os,0.2,0.1099
Ag-Mn-Pd,0.14,0.1099
Ag-Mn-Pt,0.06,0.1099
Ag-Mn-Re,0.6,0.1099
Ag-Mn-Rh,0.21,0.1099
Ag-Mn-Ta,0.59,0.1099
Ag-Mn-Ti,0.14,0.1099
Ag-Mn-V,0.4100000000000001,0.1099
Ag-Mn-W,0.96,0.1099
Ag-Mn-Zn,0.2,0.1099
Ag-Mn-Zr,0.35,0.1099
Ag-Mo-Nb,0.73,0.1099
Ag-Mo-Ni,0.74,0.1099
Ag-Mo-Os,0.52,0.1099
Ag-Mo-Pd,0.52,0.1099
Ag-Mo-Pt,0.34,0.1099
Ag-Mo-Re,0.8799999999999999,0.1099
Ag-Mo-Rh,0.37999999999999995,0.1099
Ag-Mo-Ta,0.71,0.1099
Ag-Mo-Ti,0.39,0.1099
Ag-Mo-V,0.7300000000000001,0.1099
Ag-Mo-W,1.1099999999999999,0.1099
Ag-Mo-Zn,0.5,0.1099
Ag-Mo-Zr,0.5,0.1099
Ag-Nb-Ni,0.42000000000000004,0.1099
Ag-Nb-Os,0.12000000000000005,0.1099
Ag-Nb-Pd,0.07999999999999999,0.1099
Ag-Nb-Pt,-0.15000000000000002,0.1099
Ag-Nb-Re,0.49,0.1099
Ag-Nb-Rh,-0.04999999999999999,0.1099
Ag-Nb-Ta,0.6599999999999999,0.1099
Ag-Nb-Ti,0.33999999999999997,0.1099
Ag-Nb-V,0.72,0.1099
Ag-Nb-W,0.8899999999999999,0.1099
Ag-Nb-Zn,0.22,0.1099
Ag-Nb-Zr,0.32999999999999996,0.1099
Ag-Ni-Os,0.16999999999999998,0.1099
Ag-Ni-Pd,0.23,0.1099
Ag-Ni-Pt,0.21,0.1099
Ag-Ni-Re,0.55,0.1099
Ag-Ni-Rh,0.24,0.1099
Ag-Ni-Ta,0.4099999999999999,0.1099
Ag-Ni-Ti,-0.09999999999999998,0.1099
Ag-Ni-V,0.39,0.1099
Ag-Ni-W,0.8999999999999999,0.1099
Ag-Ni-Zn,-0.07,0.1099
Ag-Ni-Zr,-0.05000000000000002,0.1099
Ag-Os-Pd,0.09,0.1099
Ag-Os-Pt,0.06999999999999998,0.1099
Ag-Os-Re,0.31999999999999995,0.1099
Ag-Os-Rh,0.14999999999999997,0.1099
Ag-Os-Ta,0.06999999999999995,0.1099
Ag-Os-Ti,-0.45,0.1099
Ag-Os-V,-0.009999999999999898,0.1099
Ag-Os-W,0.6699999999999999,0.1099
Ag-Os-Zn,-0.08000000000000002,0.1099
Ag-Os-Zr,-0.27,0.1099
Ag-Pd-Pt,0.01,0.1099
Ag-Pd-Re,0.45999999999999996,0.1099
Ag-Pd-Rh,0.08,0.1099
Ag-Pd-Ta,0.07999999999999996,0.1099
Ag-Pd-Ti,-0.49,0.1099
Ag-Pd-V,0.18,0.1099
Ag-Pd-W,0.71,0.1099
Ag-Pd-Zn,-0.53,0.1099
Ag-Pd-Zr,-0.5700000000000001,0.1099
Ag-Pt-Re,0.37,0.1099
Ag-Pt-Rh,0.06000000000000001,0.1099
Ag-Pt-Ta,-0.15000000000000008,0.1099
Ag-Pt-Ti,-0.74,0.1099
Ag-Pt-V,-0.03999999999999998,0.1099
Ag-Pt-W,0.54,0.1099
Ag-Pt-Zn,-0.48000000000000004,0.1099
Ag-Pt-Zr,-0.8099999999999999,0.1099
Ag-Re-Rh,0.35000000000000003,0.1099
Ag-Re-Ta,0.46,0.1099
Ag-Re-Ti,0.0,0.1099
Ag-Re-V,0.39,0.1099
Ag-Re-W,1.02,0.1099
Ag-Re-Zn,0.37,0.1099
Ag-Re-Zr,0.2,0.1099
Ag-Rh-Ta,-0.09000000000000008,0.1099
Ag-Rh-Ti,-0.59,0.1099
Ag-Rh-V,0.020000000000000073,0.1099
Ag-Rh-W,0.5399999999999999,0.1099
Ag-Rh-Zn,-0.37,0.1099
Ag-Rh-Zr,-0.61,0.1099
Ag-Ta-Ti,0.39999999999999997,0.1099
Ag-Ta-V,0.73,0.1099
Ag-Ta-W,0.88,0.1099
Ag-Ta-Zn,0.30999999999999994,0.1099
Ag-Ta-Zr,0.39999999999999997,0.1099
Ag-Ti-V,0.39,0.1099
Ag-Ti-W,0.5900000000000001,0.1099
Ag-Ti-Zn,-0.2,0.1099
Ag-Ti-Zr,0.04,0.1099
Ag-V-W,0.8899999999999999,0.1099
Ag-V-Zn,0.28,0.1099
Ag-V-Zr,0.48,0.1099
Ag-W-Zn,0.76,0.1099
Ag-W-Zr,0.71,0.1099
Ag-Zn-Zr,-0.27,0.1099
Al-Au-Cd,-0.42000000000000004,0.1099
Al-Au-Co,-0.45,0.1099
Al-Au-Cr,-0.020000000000000018,0.1099
Al-Au-Cu,-0.47,0.1099
Al-Au-Fe,-0.4,0.1099
Al-Au-Hf,-1.0999999999999999,0.1099
Al-Au-Ir,-1.0999999999999999,0.1099
Al-Au-Mg,-0.79,0.1099
Al-Au-Mn,-0.51,0.1099
Al-Au-Mo,-0.26,0.1099
Al-Au-Nb,-0.5900000000000001,0.1099
Al-Au-Ni,-0.7200000000000001,0.1099
Al-Au-Os,-0.8099999999999999,0.1099
Al-Au-Pd,-1.1,0.1099
Al-Au-Pt,-1.14,0.1099
Al-Au-Re,-0.29,0.1099
Al-Au-Rh,-1.1099999999999999,0.1099
Al-Au-Ta,-0.51,0.1099
Al-Au-Ti,-1.0,0.1099
Al-Au-V,-0.45000000000000007,0.1099
Al-Au-W,0.0,0.1099
Al-Au-Zn,-0.54,0.1099
Al-Au-Zr,-1.0899999999999999,0.1099
Al-Cd-Co,-0.020000000000000018,0.1099
Al-Cd-Cr,0.57,0.1099
Al-Cd-Cu,-0.01999999999999999,0.1099
Al-Cd-Fe,0.10000000000000003,0.1099
Al-Cd-Hf,-0.33999999999999997,0.1099
Al-Cd-Ir,-0.8600000000000001,0.1099
Al-Cd-Mg,-0.03,0.1099
Al-Cd-Mn,0.09,0.1099
Al-Cd-Mo,0.22,0.1099
Al-Cd-Nb,0.010000000000000009,0.1099
Al-Cd-Ni,-0.35,0.1099
Al-Cd-Os,-0.43000000000000005,0.1099
Al-Cd-Pd,-0.97,0.1099
Al-Cd-Pt,-1.05,0.1099
Al-Cd-Re,0.13,0.1099
Al-Cd-Rh,-0.93,0.1099
Al-Cd-Ta,0.15,0.1099
Al-Cd-Ti,-0.3,0.1099
Al-Cd-V,0.13999999999999999,0.1099
Al-Cd-W,0.52,0.1099
Al-Cd-Zn,0.09,0.1099
Al-Cd-Zr,-0.38,0.1099
Al-Co-Cr,-0.33999999999999997,0.1099
Al-Co-Cu,-0.39,0.1099
Al-Co-Fe,-0.51,0.1099
Al-Co-Hf,-0.8899999999999999,0.1099
Al-Co-Ir,-1.3499999999999999,0.1099
Al-Co-Mg,-0.21000000000000002,0.1099
Al-Co-Mn,-0.52,0.1099
Al-Co-Mo,-0.43000000000000005,0.1099
Al-Co-Nb,-0.5900000000000001,0.1099
Al-Co-Ni,-0.8600000000000001,0.1099
Al-Co-Os,-1.13,0.1099
Al-Co-Pd,-1.01,0.1099
Al-Co-Pt,-1.24,0.1099
Al-Co-Re,-0.64,0.1099
Al-Co-Rh,-1.25,0.1099
Al-Co-Ta,-0.6100000000000001,0.1099
Al-Co-Ti,-0.94,0.1099
Al-Co-V,-0.66,0.1099
Al-Co-W,-0.29000000000000004,0.1099
Al-Co-Zn,-0.4,0.1099
Al-Co-Zr,-0.7899999999999999,0.1099
Al-Cr-Cu,0.02999999999999997,0.1099
Al-Cr-Fe,-0.26,0.1099
Al-Cr-Hf,-0.29999999999999993,0.1099
Al-Cr-Ir,-1.21,0.1099
Al-Cr-Mg,0.33,0.1099
Al-Cr-Mn,-0.34,0.1099
Al-Cr-Mo,-0.21000000000000002,0.1099
Al-Cr-Nb,-0.22999999999999998,0.1099
Al-Cr-Ni,-0.56,0.1099
Al-Cr-Os,-0.98,0.1099
Al-Cr-Pd,-0.7,0.1099
Al-Cr-Pt,-1.07,0.1099
Al-Cr-Re,-0.47,0.1099
Al-Cr-Rh,-1.05,0.1099
Al-Cr-Ta,-0.22,0.1099
Al-Cr-Ti,-0.44999999999999996,0.1099
Al-Cr-V,-0.39,0.1099
Al-Cr-W,-0.08,0.1099
Al-Cr-Zn,0.020000000000000018,0.1099
Al-Cr-Zr,-0.20999999999999996,0.1099
Al-Cu-Fe,-0.19,0.1099
Al-Cu-Hf,-0.56,0.1099
Al-Cu-Ir,-1.18,0.1099
Al-Cu-Mg,-0.18,0.1099
Al-Cu-Mn,-0.22999999999999998,0.1099
Al-Cu-Mo,-0.08999999999999997,0.1099
Al-Cu-Nb,-0.25,0.1099
Al-Cu-Ni,-0.65,0.1099
Al-Cu-Os,-0.89,0.1099
Al-Cu-Pd,-0.97,0.1099
Al-Cu-Pt,-1.12,0.1099
Al-Cu-Re,-0.31999999999999995,0.1099
Al-Cu-Rh,-1.09,0.1099
Al-Cu-Ta,-0.21,0.1099
Al-Cu-Ti,-0.56,0.1099
Al-Cu-V,-0.22999999999999998,0.1099
Al-Cu-W,0.12,0.1099
Al-Cu-Zn,-0.27,0.1099
Al-Cu-Zr,-0.53,0.1099
Al-Fe-Hf,-0.62,0.1099
Al-Fe-Ir,-1.34,0.1099
Al-Fe-Mg,-0.03,0.1099
Al-Fe-Mn,-0.43999999999999995,0.1099
Al-Fe-Mo,-0.30999999999999994,0.1099
Al-Fe-Nb,-0.44,0.1099
Al-Fe-Ni,-0.79,0.1099
Al-Fe-Os,-1.1099999999999999,0.1099
Al-Fe-Pd,-0.87,0.1099
Al-Fe-Pt,-1.1300000000000001,0.1099
Al-Fe-Re,-0.5800000000000001,0.1099
Al-Fe-Rh,-1.23,0.1099
Al-Fe-Ta,-0.43999999999999995,0.1099
Al-Fe-Ti,-0.76,0.1099
Al-Fe-V,-0.57,0.1099
Al-Fe-W,-0.16,0.1099
Al-Fe-Zn,-0.26,0.1099
Al-Fe-Zr,-0.55,0.1099
Al-Hf-Ir,-2.2,0.1099
Al-Hf-Mg,-0.32999999999999996,0.1099
Al-Hf-Mn,-0.59,0.1099
Al-Hf-Mo,-0.6499999999999999,0.1099
Al-Hf-Nb,-0.65,0.1099
Al-Hf-Ni,-1.19,0.1099
Al-Hf-Os,-1.6099999999999999,0.1099
Al-Hf-Pd,-1.71,0.1099
Al-Hf-Pt,-2.16,0.1099
Al-Hf-Re,-1.0099999999999998,0.1099
Al-Hf-Rh,-2.05,0.1099
Al-Hf-Ta,-0.57,0.1099
Al-Hf-Ti,-0.77,0.1099
Al-Hf-V,-0.51,0.1099
Al-Hf-W,-0.43,0.1099
Al-Hf-Zn,-0.55,0.1099
Al-Hf-Zr,-0.78,0.1099
Al-Ir-Mg,-1.28,0.1099
Al-Ir-Mn,-1.3800000000000001,0.1099
Al-Ir-Mo,-1.4500000000000002,0.1099
Al-Ir-Nb,-1.75,0.1099
Al-Ir-Ni,-1.6,0.1099
Al-Ir-Os,-1.96,0.1099
Al-Ir-Pd,-1.7000000000000002,0.1099
Al-Ir-Pt,-1.85,0.1099
Al-Ir-Re,-1.63,0.1099
Al-Ir-Rh,-2.01,0.1099
Al-Ir-Ta,-1.78,0.1099
Al-Ir-Ti,-2.14,0.1099
Al-Ir-V,-1.69,0.1099
Al-Ir-W,-1.2999999999999998,0.1099
Al-Ir-Zn,-1.24,0.1099
Al-Ir-Zr,-2.07,0.1099
Al-Mg-Mn,0.01999999999999999,0.1099
Al-Mg-Mo,0.05000000000000002,0.1099
Al-Mg-Nb,-0.03,0.1099
Al-Mg-Ni,-0.5700000000000001,0.1099
Al-Mg-Os,-0.82,0.1099
Al-Mg-Pd,-1.28,0.1099
Al-Mg-Pt,-1.54,0.1099
Al-Mg-Re,-0.21999999999999997,0.1099
Al-Mg-Rh,-1.28,0.1099
Al-Mg-Ta,0.09,0.1099
Al-Mg-Ti,-0.27,0.1099
Al-Mg-V,0.1,0.1099
Al-Mg-W,0.31,0.1099
Al-Mg-Zn,-0.09,0.1099
Al-Mg-Zr,-0.33999999999999997,0.1099
Al-Mn-Mo,-0.36,0.1099
Al-Mn-Nb,-0.44999999999999996,0.1099
Al-Mn-Ni,-0.74,0.1099
Al-Mn-Os,-1.15,0.1099
Al-Mn-Pd,-1.07,0.1099
Al-Mn-Pt,-1.35,0.1099
Al-Mn-Re,-0.64,0.1099
Al-Mn-Rh,-1.24,0.1099
Al-Mn-Ta,-0.45999999999999996,0.1099
Al-Mn-Ti,-0.76,0.1099
Al-Mn-V,-0.64,0.1099
Al-Mn-W,-0.21999999999999997,0.1099
Al-Mn-Zn,-0.23,0.1099
Al-Mn-Zr,-0.5,0.1099
Al-Mo-Nb,-0.53,0.1099
Al-Mo-Ni,-0.6699999999999999,0.1099
Al-Mo-Os,-1.03,0.1099
Al-Mo-Pd,-0.8899999999999999,0.1099
Al-Mo-Pt,-1.27,0.1099
Al-Mo-Re,-0.56,0.1099
Al-Mo-Rh,-1.27,0.1099
Al-Mo-Ta,-0.54,0.1099
Al-Mo-Ti,-0.71,0.1099
Al-Mo-V,-0.52,0.1099
Al-Mo-W,-0.26999999999999996,0.1099
Al-Mo-Zn,-0.13,0.1099
Al-Mo-Zr,-0.5499999999999999,0.1099
Al-Nb-Ni,-0.87,0.1099
Al-Nb-Os,-1.31,0.1099
Al-Nb-Pd,-1.21,0.1099
Al-Nb-Pt,-1.6400000000000001,0.1099
Al-Nb-Re,-0.8300000000000001,0.1099
Al-Nb-Rh,-1.58,0.1099
Al-Nb-Ta,-0.47,0.1099
Al-Nb-Ti,-0.64,0.1099
Al-Nb-V,-0.41,0.1099
Al-Nb-W,-0.37,0.1099
Al-Nb-Zn,-0.29000000000000004,0.1099
Al-Nb-Zr,-0.6,0.1099
Al-Ni-Os,-1.4100000000000001,0.1099
Al-Ni-Pd,-1.21,0.1099
Al-Ni-Pt,-1.4300000000000002,0.1099
Al-Ni-Re,-0.92,0.1099
Al-Ni-Rh,-1.4400000000000002,0.1099
Al-Ni-Ta,-0.87,0.1099
Al-Ni-Ti,-1.23,0.1099
Al-Ni-V,-0.89,0.1099
Al-Ni-W,-0.51,0.1099
Al-Ni-Zn,-0.73,0.1099
Al-Ni-Zr,-1.13,0.1099
Al-Os-Pd,-1.4900000000000002,0.1099
Al-Os-Pt,-1.71,0.1099
Al-Os-Re,-1.29,0.1099
Al-Os-Rh,-1.67,0.1099
Al-Os-Ta,-1.35,0.1099
Al-Os-Ti,-1.72,0.1099
Al-Os-V,-1.43,0.1099
Al-Os-W,-0.8799999999999999,0.1099
Al-Os-Zn,-0.88,0.1099
Al-Os-Zr,-1.49,0.1099
Al-Pd-Pt,-1.6300000000000001,0.1099
Al-Pd-Re,-1.01,0.1099
Al-Pd-Rh,-1.6,0.1099
Al-Pd-Ta,-1.2,0.1099
Al-Pd-Ti,-1.62,0.1099
Al-Pd-V,-1.1,0.1099
Al-Pd-W,-0.7,0.1099
Al-Pd-Zn,-1.19,0.1099
Al-Pd-Zr,-1.65,0.1099
Al-Pt-Re,-1.2999999999999998,0.1099
Al-Pt-Rh,-1.82,0.1099
Al-Pt-Ta,-1.6300000000000001,0.1099
Al-Pt-Ti,-2.07,0.1099
Al-Pt-V,-1.52,0.1099
Al-Pt-W,-1.07,0.1099
Al-Pt-Zn,-1.34,0.1099
Al-Pt-Zr,-2.09,0.1099
Al-Re-Rh,-1.3599999999999999,0.1099
Al-Re-Ta,-0.8500000000000001,0.1099
Al-Re-Ti,-1.16,0.1099
Al-Re-V,-0.92,0.1099
Al-Re-W,-0.42,0.1099
Al-Re-Zn,-0.32,0.1099
Al-Re-Zr,-0.9099999999999999,0.1099
Al-Rh-Ta,-1.61,0.1099
Al-Rh-Ti,-1.96,0.1099
Al-Rh-V,-1.5,0.1099
Al-Rh-W,-1.1099999999999999,0.1099
Al-Rh-Zn,-1.27,0.1099
Al-Rh-Zr,-1.93,0.1099
Al-Ta-Ti,-0.57,0.1099
Al-Ta-V,-0.39,0.1099
Al-Ta-W,-0.37,0.1099
Al-Ta-Zn,-0.19,0.1099
Al-Ta-Zr,-0.52,0.1099
Al-Ti-V,-0.58,0.1099
Al-Ti-W,-0.51,0.1099
Al-Ti-Zn,-0.55,0.1099
Al-Ti-Zr,-0.73,0.1099
Al-V-W,-0.36,0.1099
Al-V-Zn,-0.22,0.1099
Al-V-Zr,-0.43999999999999995,0.1099
Al-W-Zn,0.13,0.1099
Al-W-Zr,-0.34,0.1099
Al-Zn-Zr,-0.5700000000000001,0.1099
Au-Cd-Co,0.27,0.1099
Au-Cd-Cr,0.85,0.1099
Au-Cd-Cu,-0.11000000000000001,0.1099
Au-Cd-Fe,0.26,0.1099
Au-Cd-Hf,-0.64,0.1099
Au-Cd-Ir,-0.16000000000000003,0.1099
Au-Cd-Mg,-0.74,0.1099
Au-Cd-Mn,0.09999999999999998,0.1099
Au-Cd-Mo,0.45999999999999996,0.1099
Au-Cd-Nb,0.01999999999999999,0.1099
Au-Cd-Ni,0.029999999999999985,0.1099
Au-Cd-Os,0.059999999999999984,0.1099
Au-Cd-Pd,-0.51,0.1099
Au-Cd-Pt,-0.35,0.1099
Au-Cd-Re,0.52,0.1099
Au-Cd-Rh,-0.24000000000000002,0.1099
Au-Cd-Ta,0.13999999999999996,0.1099
Au-Cd-Ti,-0.5,0.1099
Au-Cd-V,0.20999999999999996,0.1099
Au-Cd-W,0.76,0.1099
Au-Cd-Zn,-0.35,0.1099
Au-Cd-Zr,-0.65,0.1099
Au-Co-Cr,0.71,0.1099
Au-Co-Cu,0.29000000000000004,0.1099
Au-Co-Fe,0.42,0.1099
Au-Co-Hf,-0.42,0.1099
Au-Co-Ir,0.12000000000000002,0.1099
Au-Co-Mg,-0.14999999999999997,0.1099
Au-Co-Mn,0.26,0.1099
Au-Co-Mo,0.5800000000000001,0.1099
Au-Co-Nb,0.19,0.1099
Au-Co-Ni,0.29,0.1099
Au-Co-Os,0.13,0.1099
Au-Co-Pd,0.22,0.1099
Au-Co-Pt,0.23,0.1099
Au-Co-Re,0.52,0.1099
Au-Co-Rh,0.21000000000000002,0.1099
Au-Co-Ta,0.15,0.1099
Au-Co-Ti,-0.37,0.1099
Au-Co-V,0.18000000000000005,0.1099
Au-Co-W,0.7200000000000001,0.1099
Au-Co-Zn,-0.06999999999999998,0.1099
Au-Co-Zr,-0.29000000000000004,0.1099
Au-Cr-Cu,0.7,0.1099
Au-Cr-Fe,0.6599999999999999,0.1099
Au-Cr-Hf,0.16,0.1099
Au-Cr-Ir,0.25,0.1099
Au-Cr-Mg,0.38,0.1099
Au-Cr-Mn,0.42999999999999994,0.1099
Au-Cr-Mo,0.7899999999999999,0.1099
Au-Cr-Nb,0.54,0.1099
Au-Cr-Ni,0.5800000000000001,0.1099
Au-Cr-Os,0.27,0.1099
Au-Cr-Pd,0.52,0.1099
Au-Cr-Pt,0.38999999999999996,0.1099
